id;depart;arrivee;capacite du vol;list_itineraires
215;26;32;60;[143, 4293, 4294, 4581, 4582, 4703, 4704, 5051, 5052, 5207, 5208, 5325, 5326, 5575, 5576, 5791, 5792, 5955, 5956, 6557, 6558]
216;26;39;70;[830, 4295, 4296, 4583, 4584, 4705, 4706, 5053, 5054, 5209, 5210, 5327, 5328, 5577, 5578, 5793, 5794, 5957, 5958, 6573, 6574]
217;26;38;100;[829, 4297, 4298, 4585, 4586, 4707, 4708, 5055, 5056, 5211, 5212, 5329, 5330, 5579, 5580, 5795, 5796, 5959, 5960, 6593, 6594]
218;26;40;90;[831, 4299, 4300, 4587, 4588, 4709, 4710, 5057, 5058, 5213, 5214, 5331, 5332, 5581, 5582, 5797, 5798, 5961, 5962, 6609, 6610]
219;26;36;50;[827, 4301, 4302, 4589, 4590, 4711, 4712, 5059, 5060, 5215, 5216, 5333, 5334, 5583, 5584, 5799, 5800, 5963, 5964, 6629, 6630]
220;27;31;50;[146, 4541, 4542, 4749, 4750, 5027, 5028, 5475, 5476, 5625, 5626, 5803, 5804, 6649, 6650]
221;27;34;80;[149, 4543, 4544, 4751, 4752, 5029, 5030, 5477, 5478, 5627, 5628, 5805, 5806, 6669, 6670]
222;27;33;100;[148, 4545, 4546, 4753, 4754, 5031, 5032, 5479, 5480, 5629, 5630, 5807, 5808, 6691, 6692]
223;27;32;100;[147, 4547, 4548, 4755, 4756, 5033, 5034, 5481, 5482, 5631, 5632, 5809, 5810, 6709, 6710]
224;27;36;80;[835, 4549, 4550, 4757, 4758, 5035, 5036, 5483, 5484, 5633, 5634, 5811, 5812, 6725, 6726]
225;27;42;100;[841, 4551, 4552, 4759, 4760, 5037, 5038, 5485, 5486, 5635, 5636, 5813, 5814, 6745, 6746]
226;27;40;50;[839, 4553, 4554, 4761, 4762, 5039, 5040, 5487, 5488, 5637, 5638, 5815, 5816, 6767, 6768]
227;27;35;100;[834, 4555, 4556, 4763, 4764, 5041, 5042, 5489, 5490, 5639, 5640, 5817, 5818, 6787, 6788]
228;28;34;60;[153, 4249, 4250, 4593, 4594, 4767, 4768, 5007, 5008, 5165, 5166, 5403, 5404, 5587, 5588, 5929, 5930, 6807, 6808]
229;28;31;90;[150, 4251, 4252, 4595, 4596, 4769, 4770, 5009, 5010, 5167, 5168, 5405, 5406, 5589, 5590, 5931, 5932, 6829, 6830]
230;28;32;70;[151, 4253, 4254, 4597, 4598, 4771, 4772, 5011, 5012, 5169, 5170, 5407, 5408, 5591, 5592, 5933, 5934, 6849, 6850]
231;28;33;90;[152, 4255, 4256, 4599, 4600, 4773, 4774, 5013, 5014, 5171, 5172, 5409, 5410, 5593, 5594, 5935, 5936, 6865, 6866]
232;28;35;90;[842, 4257, 4258, 4601, 4602, 4775, 4776, 5015, 5016, 5173, 5174, 5411, 5412, 5595, 5596, 5937, 5938, 6883, 6884]
233;28;36;80;[843, 4259, 4260, 4603, 4604, 4777, 4778, 5017, 5018, 5175, 5176, 5413, 5414, 5597, 5598, 5939, 5940, 6903, 6904]
234;28;39;100;[846, 4261, 4262, 4605, 4606, 4779, 4780, 5019, 5020, 5177, 5178, 5415, 5416, 5599, 5600, 5941, 5942, 6923, 6924]
235;28;42;80;[849, 4263, 4264, 4607, 4608, 4781, 4782, 5021, 5022, 5179, 5180, 5417, 5418, 5601, 5602, 5943, 5944, 6943, 6944]
236;28;37;100;[844, 4265, 4266, 4609, 4610, 4783, 4784, 5023, 5024, 5181, 5182, 5419, 5420, 5603, 5604, 5945, 5946, 6965, 6966]
237;29;34;80;[157, 4407, 4408, 4871, 4872, 5337, 5338, 5441, 5442, 6985, 6986]
238;29;33;90;[156, 4409, 4410, 4873, 4874, 5339, 5340, 5443, 5444, 7007, 7008]
239;29;32;50;[155, 4411, 4412, 4875, 4876, 5341, 5342, 5445, 5446, 7025, 7026]
240;29;31;100;[154, 4413, 4414, 4877, 4878, 5343, 5344, 5447, 5448, 7041, 7042]
241;29;39;90;[854, 4415, 4416, 4879, 4880, 5345, 5346, 5449, 5450, 7061, 7062]
242;29;37;70;[852, 4417, 4418, 4881, 4882, 5347, 5348, 5451, 5452, 7081, 7082]
243;29;41;100;[856, 4419, 4420, 4883, 4884, 5349, 5350, 5453, 5454, 7101, 7102]
244;29;38;70;[853, 4421, 4422, 4885, 4886, 5351, 5352, 5455, 5456, 7121, 7122]
245;30;32;80;[159, 4233, 4234, 4425, 4426, 4559, 4560, 4733, 4734, 4907, 4908, 5185, 5186, 5459, 5460, 5643, 5644, 5769, 5770, 5913, 5914, 7137, 7138]
246;30;34;90;[161, 4235, 4236, 4427, 4428, 4561, 4562, 4735, 4736, 4909, 4910, 5187, 5188, 5461, 5462, 5645, 5646, 5771, 5772, 5915, 5916, 7153, 7154]
247;30;33;60;[160, 4237, 4238, 4429, 4430, 4563, 4564, 4737, 4738, 4911, 4912, 5189, 5190, 5463, 5464, 5647, 5648, 5773, 5774, 5917, 5918, 7175, 7176]
248;30;31;60;[158, 4239, 4240, 4431, 4432, 4565, 4566, 4739, 4740, 4913, 4914, 5191, 5192, 5465, 5466, 5649, 5650, 5775, 5776, 5919, 5920, 7193, 7194]
249;30;35;50;[858, 4241, 4242, 4433, 4434, 4567, 4568, 4741, 4742, 4915, 4916, 5193, 5194, 5467, 5468, 5651, 5652, 5777, 5778, 5921, 5922, 7213, 7214]
250;30;38;80;[861, 4243, 4244, 4435, 4436, 4569, 4570, 4743, 4744, 4917, 4918, 5195, 5196, 5469, 5470, 5653, 5654, 5779, 5780, 5923, 5924, 7233, 7234]
251;30;42;100;[865, 4245, 4246, 4437, 4438, 4571, 4572, 4745, 4746, 4919, 4920, 5197, 5198, 5471, 5472, 5655, 5656, 5781, 5782, 5925, 5926, 7249, 7250]
252;31;36;70;[163, 5493, 5494, 5693, 5694, 5837, 5838, 6001, 6002, 6117, 6118, 6235, 6236, 6345, 6346, 6517, 6518, 6651, 6652, 6831, 6832, 7043, 7044, 7195, 7196, 7271, 7272]
253;31;37;90;[164, 5495, 5496, 5695, 5696, 5839, 5840, 6003, 6004, 6119, 6120, 6237, 6238, 6347, 6348, 6519, 6520, 6653, 6654, 6833, 6834, 7045, 7046, 7197, 7198, 7291, 7292]
254;31;38;90;[165, 5497, 5498, 5697, 5698, 5841, 5842, 6005, 6006, 6121, 6122, 6239, 6240, 6349, 6350, 6521, 6522, 6655, 6656, 6835, 6836, 7047, 7048, 7199, 7200, 7311, 7312]
255;31;40;80;[167, 5499, 5500, 5699, 5700, 5843, 5844, 6007, 6008, 6123, 6124, 6241, 6242, 6351, 6352, 6523, 6524, 6657, 6658, 6837, 6838, 7049, 7050, 7201, 7202, 7327, 7328]
256;31;43;80;[866, 5501, 5502, 5701, 5702, 5845, 5846, 6009, 6010, 6125, 6126, 6243, 6244, 6353, 6354, 6525, 6526, 6659, 6660, 6839, 6840, 7051, 7052, 7203, 7204, 7347, 7348]
257;31;47;80;[870, 5503, 5504, 5703, 5704, 5847, 5848, 6011, 6012, 6127, 6128, 6245, 6246, 6355, 6356, 6527, 6528, 6661, 6662, 6841, 6842, 7053, 7054, 7205, 7206, 7367, 7368]
258;31;46;70;[869, 5505, 5506, 5705, 5706, 5849, 5850, 6013, 6014, 6129, 6130, 6247, 6248, 6357, 6358, 6529, 6530, 6663, 6664, 6843, 6844, 7055, 7056, 7207, 7208, 7387, 7388]
259;31;48;50;[871, 5507, 5508, 5707, 5708, 5851, 5852, 6015, 6016, 6131, 6132, 6249, 6250, 6359, 6360, 6531, 6532, 6665, 6666, 6845, 6846, 7057, 7058, 7209, 7210, 7407, 7408]
260;31;45;70;[868, 5509, 5510, 5709, 5710, 5853, 5854, 6017, 6018, 6133, 6134, 6251, 6252, 6361, 6362, 6533, 6534, 6667, 6668, 6847, 6848, 7059, 7060, 7211, 7212, 7425, 7426]
261;32;37;50;[172, 5531, 5532, 5735, 5736, 5897, 5898, 6021, 6022, 6137, 6138, 6255, 6256, 6383, 6384, 6559, 6560, 6711, 6712, 6851, 6852, 7027, 7028, 7139, 7140, 7443, 7444]
262;32;39;80;[174, 5533, 5534, 5737, 5738, 5899, 5900, 6023, 6024, 6139, 6140, 6257, 6258, 6385, 6386, 6561, 6562, 6713, 6714, 6853, 6854, 7029, 7030, 7141, 7142, 7463, 7464]
263;32;36;80;[171, 5535, 5536, 5739, 5740, 5901, 5902, 6025, 6026, 6141, 6142, 6259, 6260, 6387, 6388, 6563, 6564, 6715, 6716, 6855, 6856, 7031, 7032, 7143, 7144, 7483, 7484]
264;32;42;80;[177, 5537, 5538, 5741, 5742, 5903, 5904, 6027, 6028, 6143, 6144, 6261, 6262, 6389, 6390, 6565, 6566, 6717, 6718, 6857, 6858, 7033, 7034, 7145, 7146, 7503, 7504]
265;32;45;50;[874, 5539, 5540, 5743, 5744, 5905, 5906, 6029, 6030, 6145, 6146, 6263, 6264, 6391, 6392, 6567, 6568, 6719, 6720, 6859, 6860, 7035, 7036, 7147, 7148, 7525, 7526]
266;32;43;60;[872, 5541, 5542, 5745, 5746, 5907, 5908, 6031, 6032, 6147, 6148, 6265, 6266, 6393, 6394, 6569, 6570, 6721, 6722, 6861, 6862, 7037, 7038, 7149, 7150, 7543, 7544]
267;32;44;50;[873, 5543, 5544, 5747, 5748, 5909, 5910, 6033, 6034, 6149, 6150, 6267, 6268, 6395, 6396, 6571, 6572, 6723, 6724, 6863, 6864, 7039, 7040, 7151, 7152, 7563, 7564]
268;33;36;100;[179, 5513, 5514, 5675, 5676, 5857, 5858, 6059, 6060, 6077, 6078, 6271, 6272, 6365, 6366, 6499, 6500, 6693, 6694, 6867, 6868, 7009, 7010, 7177, 7178, 7581, 7582]
269;33;35;70;[178, 5515, 5516, 5677, 5678, 5859, 5860, 6061, 6062, 6079, 6080, 6273, 6274, 6367, 6368, 6501, 6502, 6695, 6696, 6869, 6870, 7011, 7012, 7179, 7180, 7601, 7602]
270;33;41;90;[184, 5517, 5518, 5679, 5680, 5861, 5862, 6063, 6064, 6081, 6082, 6275, 6276, 6369, 6370, 6503, 6504, 6697, 6698, 6871, 6872, 7013, 7014, 7181, 7182, 7621, 7622]
271;33;38;80;[181, 5519, 5520, 5681, 5682, 5863, 5864, 6065, 6066, 6083, 6084, 6277, 6278, 6371, 6372, 6505, 6506, 6699, 6700, 6873, 6874, 7015, 7016, 7183, 7184, 7641, 7642]
272;33;43;70;[878, 5521, 5522, 5683, 5684, 5865, 5866, 6067, 6068, 6085, 6086, 6279, 6280, 6373, 6374, 6507, 6508, 6701, 6702, 6875, 6876, 7017, 7018, 7185, 7186, 7657, 7658]
273;33;45;80;[880, 5523, 5524, 5685, 5686, 5867, 5868, 6069, 6070, 6087, 6088, 6281, 6282, 6375, 6376, 6509, 6510, 6703, 6704, 6877, 6878, 7019, 7020, 7187, 7188, 7677, 7678]
274;33;46;90;[881, 5525, 5526, 5687, 5688, 5869, 5870, 6071, 6072, 6089, 6090, 6283, 6284, 6377, 6378, 6511, 6512, 6705, 6706, 6879, 6880, 7021, 7022, 7189, 7190, 7695, 7696]
275;33;48;100;[883, 5527, 5528, 5689, 5690, 5871, 5872, 6073, 6074, 6091, 6092, 6285, 6286, 6379, 6380, 6513, 6514, 6707, 6708, 6881, 6882, 7023, 7024, 7191, 7192, 7715, 7716]
276;34;40;90;[191, 5547, 5548, 5713, 5714, 5875, 5876, 6037, 6038, 6095, 6096, 6213, 6214, 6399, 6400, 6537, 6538, 6671, 6672, 6809, 6810, 6987, 6988, 7155, 7156, 7733, 7734]
277;34;38;90;[189, 5549, 5550, 5715, 5716, 5877, 5878, 6039, 6040, 6097, 6098, 6215, 6216, 6401, 6402, 6539, 6540, 6673, 6674, 6811, 6812, 6989, 6990, 7157, 7158, 7753, 7754]
278;34;41;80;[192, 5551, 5552, 5717, 5718, 5879, 5880, 6041, 6042, 6099, 6100, 6217, 6218, 6403, 6404, 6541, 6542, 6675, 6676, 6813, 6814, 6991, 6992, 7159, 7160, 7769, 7770]
279;34;36;60;[187, 5553, 5554, 5719, 5720, 5881, 5882, 6043, 6044, 6101, 6102, 6219, 6220, 6405, 6406, 6543, 6544, 6677, 6678, 6815, 6816, 6993, 6994, 7161, 7162, 7789, 7790]
280;34;42;60;[193, 5555, 5556, 5721, 5722, 5883, 5884, 6045, 6046, 6103, 6104, 6221, 6222, 6407, 6408, 6545, 6546, 6679, 6680, 6817, 6818, 6995, 6996, 7163, 7164, 7809, 7810]
281;34;37;80;[188, 5557, 5558, 5723, 5724, 5885, 5886, 6047, 6048, 6105, 6106, 6223, 6224, 6409, 6410, 6547, 6548, 6681, 6682, 6819, 6820, 6997, 6998, 7165, 7166, 7831, 7832]
282;34;43;90;[884, 5559, 5560, 5725, 5726, 5887, 5888, 6049, 6050, 6107, 6108, 6225, 6226, 6411, 6412, 6549, 6550, 6683, 6684, 6821, 6822, 6999, 7000, 7167, 7168, 7851, 7852]
283;34;44;90;[885, 5561, 5562, 5727, 5728, 5889, 5890, 6051, 6052, 6109, 6110, 6227, 6228, 6413, 6414, 6551, 6552, 6685, 6686, 6823, 6824, 7001, 7002, 7169, 7170, 7871, 7872]
284;34;47;70;[888, 5563, 5564, 5729, 5730, 5891, 5892, 6053, 6054, 6111, 6112, 6229, 6230, 6415, 6416, 6553, 6554, 6687, 6688, 6825, 6826, 7003, 7004, 7171, 7172, 7889, 7890]
285;34;48;90;[889, 5565, 5566, 5731, 5732, 5893, 5894, 6055, 6056, 6113, 6114, 6231, 6232, 6417, 6418, 6555, 6556, 6689, 6690, 6827, 6828, 7005, 7006, 7173, 7174, 7909, 7910]
286;35;48;90;[199, 6421, 6422, 6789, 6790, 6885, 6886, 7215, 7216, 7603, 7604, 7927, 7928]
287;35;46;90;[197, 6423, 6424, 6791, 6792, 6887, 6888, 7217, 7218, 7605, 7606, 7945, 7946]
288;35;45;70;[196, 6425, 6426, 6793, 6794, 6889, 6890, 7219, 7220, 7607, 7608, 7965, 7966]
289;35;43;80;[194, 6427, 6428, 6795, 6796, 6891, 6892, 7221, 7222, 7609, 7610, 7983, 7984]
290;35;44;50;[195, 6429, 6430, 6797, 6798, 6893, 6894, 7223, 7224, 7611, 7612, 8003, 8004]
291;35;54;50;[895, 6431, 6432, 6799, 6800, 6895, 6896, 7225, 7226, 7613, 7614, 8021, 8022]
292;35;53;70;[894, 6433, 6434, 6801, 6802, 6897, 6898, 7227, 7228, 7615, 7616, 8045, 8046]
293;35;52;80;[893, 6435, 6436, 6803, 6804, 6899, 6900, 7229, 7230, 7617, 7618, 8061, 8062]
294;35;56;90;[897, 6437, 6438, 6805, 6806, 6901, 6902, 7231, 7232, 7619, 7620, 8079, 8080]
295;36;45;80;[202, 6173, 6174, 6631, 6632, 6727, 6728, 6905, 6906, 7273, 7274, 7485, 7486, 7583, 7584, 7791, 7792, 8097, 8098]
296;36;47;90;[204, 6175, 6176, 6633, 6634, 6729, 6730, 6907, 6908, 7275, 7276, 7487, 7488, 7585, 7586, 7793, 7794, 8115, 8116]
297;36;48;90;[205, 6177, 6178, 6635, 6636, 6731, 6732, 6909, 6910, 7277, 7278, 7489, 7490, 7587, 7588, 7795, 7796, 8135, 8136]
298;36;46;60;[203, 6179, 6180, 6637, 6638, 6733, 6734, 6911, 6912, 7279, 7280, 7491, 7492, 7589, 7590, 7797, 7798, 8153, 8154]
299;36;54;70;[903, 6181, 6182, 6639, 6640, 6735, 6736, 6913, 6914, 7281, 7282, 7493, 7494, 7591, 7592, 7799, 7800, 8173, 8174]
300;36;52;60;[901, 6183, 6184, 6641, 6642, 6737, 6738, 6915, 6916, 7283, 7284, 7495, 7496, 7593, 7594, 7801, 7802, 8197, 8198]
301;36;56;80;[905, 6185, 6186, 6643, 6644, 6739, 6740, 6917, 6918, 7285, 7286, 7497, 7498, 7595, 7596, 7803, 7804, 8215, 8216]
302;36;49;50;[898, 6187, 6188, 6645, 6646, 6741, 6742, 6919, 6920, 7287, 7288, 7499, 7500, 7597, 7598, 7805, 7806, 8233, 8234]
303;36;55;90;[904, 6189, 6190, 6647, 6648, 6743, 6744, 6921, 6922, 7289, 7290, 7501, 7502, 7599, 7600, 7807, 7808, 8253, 8254]
304;37;44;50;[207, 6967, 6968, 7083, 7084, 7293, 7294, 7445, 7446, 7833, 7834, 8275, 8276]
305;37;48;50;[211, 6969, 6970, 7085, 7086, 7295, 7296, 7447, 7448, 7835, 7836, 8293, 8294]
306;37;46;80;[209, 6971, 6972, 7087, 7088, 7297, 7298, 7449, 7450, 7837, 7838, 8311, 8312]
307;37;43;90;[206, 6973, 6974, 7089, 7090, 7299, 7300, 7451, 7452, 7839, 7840, 8331, 8332]
308;37;45;100;[208, 6975, 6976, 7091, 7092, 7301, 7302, 7453, 7454, 7841, 7842, 8351, 8352]
309;37;47;70;[210, 6977, 6978, 7093, 7094, 7303, 7304, 7455, 7456, 7843, 7844, 8369, 8370]
310;37;52;50;[909, 6979, 6980, 7095, 7096, 7305, 7306, 7457, 7458, 7845, 7846, 8389, 8390]
311;37;54;100;[911, 6981, 6982, 7097, 7098, 7307, 7308, 7459, 7460, 7847, 7848, 8407, 8408]
312;37;56;50;[913, 6983, 6984, 7099, 7100, 7309, 7310, 7461, 7462, 7849, 7850, 8431, 8432]
313;38;48;90;[217, 6309, 6310, 6461, 6462, 6595, 6596, 7123, 7124, 7235, 7236, 7313, 7314, 7643, 7644, 7755, 7756, 8449, 8450]
314;38;45;70;[214, 6311, 6312, 6463, 6464, 6597, 6598, 7125, 7126, 7237, 7238, 7315, 7316, 7645, 7646, 7757, 7758, 8467, 8468]
315;38;44;60;[213, 6313, 6314, 6465, 6466, 6599, 6600, 7127, 7128, 7239, 7240, 7317, 7318, 7647, 7648, 7759, 7760, 8485, 8486]
316;38;43;70;[212, 6315, 6316, 6467, 6468, 6601, 6602, 7129, 7130, 7241, 7242, 7319, 7320, 7649, 7650, 7761, 7762, 8503, 8504]
317;38;55;80;[920, 6317, 6318, 6469, 6470, 6603, 6604, 7131, 7132, 7243, 7244, 7321, 7322, 7651, 7652, 7763, 7764, 8523, 8524]
318;38;54;90;[919, 6319, 6320, 6471, 6472, 6605, 6606, 7133, 7134, 7245, 7246, 7323, 7324, 7653, 7654, 7765, 7766, 8545, 8546]
319;38;53;100;[918, 6321, 6322, 6473, 6474, 6607, 6608, 7135, 7136, 7247, 7248, 7325, 7326, 7655, 7656, 7767, 7768, 8569, 8570]
320;39;46;100;[221, 6289, 6290, 6575, 6576, 6925, 6926, 7063, 7064, 7465, 7466, 8585, 8586]
321;39;48;90;[223, 6291, 6292, 6577, 6578, 6927, 6928, 7065, 7066, 7467, 7468, 8605, 8606]
322;39;47;60;[222, 6293, 6294, 6579, 6580, 6929, 6930, 7067, 7068, 7469, 7470, 8623, 8624]
323;39;43;80;[218, 6295, 6296, 6581, 6582, 6931, 6932, 7069, 7070, 7471, 7472, 8643, 8644]
324;39;50;70;[923, 6297, 6298, 6583, 6584, 6933, 6934, 7071, 7072, 7473, 7474, 8663, 8664]
325;39;54;70;[927, 6299, 6300, 6585, 6586, 6935, 6936, 7073, 7074, 7475, 7476, 8683, 8684]
326;39;56;100;[929, 6301, 6302, 6587, 6588, 6937, 6938, 7075, 7076, 7477, 7478, 8707, 8708]
327;39;49;70;[922, 6303, 6304, 6589, 6590, 6939, 6940, 7077, 7078, 7479, 7480, 8725, 8726]
328;39;53;90;[926, 6305, 6306, 6591, 6592, 6941, 6942, 7079, 7080, 7481, 7482, 8745, 8746]
329;40;45;80;[226, 6153, 6154, 6325, 6326, 6441, 6442, 6611, 6612, 6769, 6770, 7329, 7330, 7735, 7736, 8761, 8762]
330;40;43;60;[224, 6155, 6156, 6327, 6328, 6443, 6444, 6613, 6614, 6771, 6772, 7331, 7332, 7737, 7738, 8779, 8780]
331;40;48;100;[229, 6157, 6158, 6329, 6330, 6445, 6446, 6615, 6616, 6773, 6774, 7333, 7334, 7739, 7740, 8799, 8800]
332;40;44;80;[225, 6159, 6160, 6331, 6332, 6447, 6448, 6617, 6618, 6775, 6776, 7335, 7336, 7741, 7742, 8817, 8818]
333;40;46;80;[227, 6161, 6162, 6333, 6334, 6449, 6450, 6619, 6620, 6777, 6778, 7337, 7338, 7743, 7744, 8835, 8836]
334;40;56;90;[937, 6163, 6164, 6335, 6336, 6451, 6452, 6621, 6622, 6779, 6780, 7339, 7340, 7745, 7746, 8855, 8856]
335;40;54;90;[935, 6165, 6166, 6337, 6338, 6453, 6454, 6623, 6624, 6781, 6782, 7341, 7342, 7747, 7748, 8873, 8874]
336;40;53;90;[934, 6167, 6168, 6339, 6340, 6455, 6456, 6625, 6626, 6783, 6784, 7343, 7344, 7749, 7750, 8897, 8898]
337;40;55;70;[936, 6169, 6170, 6341, 6342, 6457, 6458, 6627, 6628, 6785, 6786, 7345, 7346, 7751, 7752, 8913, 8914]
338;41;43;70;[230, 6193, 6194, 7103, 7104, 7623, 7624, 7771, 7772, 8935, 8936]
339;41;44;90;[231, 6195, 6196, 7105, 7106, 7625, 7626, 7773, 7774, 8955, 8956]
340;41;48;90;[235, 6197, 6198, 7107, 7108, 7627, 7628, 7775, 7776, 8973, 8974]
341;41;46;100;[233, 6199, 6200, 7109, 7110, 7629, 7630, 7777, 7778, 8991, 8992]
342;41;45;60;[232, 6201, 6202, 7111, 7112, 7631, 7632, 7779, 7780, 9011, 9012]
343;41;47;70;[234, 6203, 6204, 7113, 7114, 7633, 7634, 7781, 7782, 9029, 9030]
344;41;52;70;[941, 6205, 6206, 7115, 7116, 7635, 7636, 7783, 7784, 9049, 9050]
345;41;53;70;[942, 6207, 6208, 7117, 7118, 7637, 7638, 7785, 7786, 9067, 9068]
346;41;51;80;[940, 6209, 6210, 7119, 7120, 7639, 7640, 7787, 7788, 9083, 9084]
347;42;44;80;[237, 6477, 6478, 6747, 6748, 6945, 6946, 7251, 7252, 7505, 7506, 7811, 7812, 9101, 9102]
348;42;45;60;[238, 6479, 6480, 6749, 6750, 6947, 6948, 7253, 7254, 7507, 7508, 7813, 7814, 9119, 9120]
349;42;47;70;[240, 6481, 6482, 6751, 6752, 6949, 6950, 7255, 7256, 7509, 7510, 7815, 7816, 9137, 9138]
350;42;46;60;[239, 6483, 6484, 6753, 6754, 6951, 6952, 7257, 7258, 7511, 7512, 7817, 7818, 9157, 9158]
351;42;48;90;[241, 6485, 6486, 6755, 6756, 6953, 6954, 7259, 7260, 7513, 7514, 7819, 7820, 9177, 9178]
352;42;51;50;[948, 6487, 6488, 6757, 6758, 6955, 6956, 7261, 7262, 7515, 7516, 7821, 7822, 9195, 9196]
353;42;55;70;[952, 6489, 6490, 6759, 6760, 6957, 6958, 7263, 7264, 7517, 7518, 7823, 7824, 9213, 9214]
354;42;56;70;[953, 6491, 6492, 6761, 6762, 6959, 6960, 7265, 7266, 7519, 7520, 7825, 7826, 9235, 9236]
355;42;53;80;[950, 6493, 6494, 6763, 6764, 6961, 6962, 7267, 7268, 7521, 7522, 7827, 7828, 9253, 9254]
356;42;50;50;[947, 6495, 6496, 6765, 6766, 6963, 6964, 7269, 7270, 7523, 7524, 7829, 7830, 9269, 9270]
357;43;51;50;[244, 7349, 7350, 7545, 7546, 7659, 7660, 7853, 7854, 7985, 7986, 8333, 8334, 8505, 8506, 8645, 8646, 8781, 8782, 8937, 8938, 9289, 9290]
358;43;55;100;[248, 7351, 7352, 7547, 7548, 7661, 7662, 7855, 7856, 7987, 7988, 8335, 8336, 8507, 8508, 8647, 8648, 8783, 8784, 8939, 8940, 9307, 9308]
359;43;50;60;[243, 7353, 7354, 7549, 7550, 7663, 7664, 7857, 7858, 7989, 7990, 8337, 8338, 8509, 8510, 8649, 8650, 8785, 8786, 8941, 8942, 9329, 9330]
360;43;54;70;[247, 7355, 7356, 7551, 7552, 7665, 7666, 7859, 7860, 7991, 7992, 8339, 8340, 8511, 8512, 8651, 8652, 8787, 8788, 8943, 8944, 9349, 9350]
361;43;61;60;[958, 7357, 7358, 7553, 7554, 7667, 7668, 7861, 7862, 7993, 7994, 8341, 8342, 8513, 8514, 8653, 8654, 8789, 8790, 8945, 8946, 9373, 9374]
362;43;64;60;[961, 7359, 7360, 7555, 7556, 7669, 7670, 7863, 7864, 7995, 7996, 8343, 8344, 8515, 8516, 8655, 8656, 8791, 8792, 8947, 8948, 9391, 9392]
363;43;59;60;[956, 7361, 7362, 7557, 7558, 7671, 7672, 7865, 7866, 7997, 7998, 8345, 8346, 8517, 8518, 8657, 8658, 8793, 8794, 8949, 8950, 9413, 9414]
364;43;58;50;[955, 7363, 7364, 7559, 7560, 7673, 7674, 7867, 7868, 7999, 8000, 8347, 8348, 8519, 8520, 8659, 8660, 8795, 8796, 8951, 8952, 9433, 9434]
365;43;57;90;[954, 7365, 7366, 7561, 7562, 7675, 7676, 7869, 7870, 8001, 8002, 8349, 8350, 8521, 8522, 8661, 8662, 8797, 8798, 8953, 8954, 9453, 9454]
366;44;53;80;[254, 7565, 7566, 7873, 7874, 8005, 8006, 8277, 8278, 8487, 8488, 8819, 8820, 8957, 8958, 9103, 9104, 9471, 9472]
367;44;54;60;[255, 7567, 7568, 7875, 7876, 8007, 8008, 8279, 8280, 8489, 8490, 8821, 8822, 8959, 8960, 9105, 9106, 9487, 9488]
368;44;52;100;[253, 7569, 7570, 7877, 7878, 8009, 8010, 8281, 8282, 8491, 8492, 8823, 8824, 8961, 8962, 9107, 9108, 9511, 9512]
369;44;55;100;[256, 7571, 7572, 7879, 7880, 8011, 8012, 8283, 8284, 8493, 8494, 8825, 8826, 8963, 8964, 9109, 9110, 9529, 9530]
370;44;56;90;[257, 7573, 7574, 7881, 7882, 8013, 8014, 8285, 8286, 8495, 8496, 8827, 8828, 8965, 8966, 9111, 9112, 9551, 9552]
371;44;57;90;[962, 7575, 7576, 7883, 7884, 8015, 8016, 8287, 8288, 8497, 8498, 8829, 8830, 8967, 8968, 9113, 9114, 9569, 9570]
372;44;63;70;[968, 7577, 7578, 7885, 7886, 8017, 8018, 8289, 8290, 8499, 8500, 8831, 8832, 8969, 8970, 9115, 9116, 9587, 9588]
373;44;64;50;[969, 7579, 7580, 7887, 7888, 8019, 8020, 8291, 8292, 8501, 8502, 8833, 8834, 8971, 8972, 9117, 9118, 9605, 9606]
374;45;55;100;[264, 7427, 7428, 7527, 7528, 7679, 7680, 7967, 7968, 8099, 8100, 8353, 8354, 8469, 8470, 8763, 8764, 9013, 9014, 9121, 9122, 9627, 9628]
375;45;56;80;[265, 7429, 7430, 7529, 7530, 7681, 7682, 7969, 7970, 8101, 8102, 8355, 8356, 8471, 8472, 8765, 8766, 9015, 9016, 9123, 9124, 9649, 9650]
376;45;54;70;[263, 7431, 7432, 7531, 7532, 7683, 7684, 7971, 7972, 8103, 8104, 8357, 8358, 8473, 8474, 8767, 8768, 9017, 9018, 9125, 9126, 9667, 9668]
377;45;49;80;[258, 7433, 7434, 7533, 7534, 7685, 7686, 7973, 7974, 8105, 8106, 8359, 8360, 8475, 8476, 8769, 8770, 9019, 9020, 9127, 9128, 9691, 9692]
378;45;64;100;[977, 7435, 7436, 7535, 7536, 7687, 7688, 7975, 7976, 8107, 8108, 8361, 8362, 8477, 8478, 8771, 8772, 9021, 9022, 9129, 9130, 9711, 9712]
379;45;58;100;[971, 7437, 7438, 7537, 7538, 7689, 7690, 7977, 7978, 8109, 8110, 8363, 8364, 8479, 8480, 8773, 8774, 9023, 9024, 9131, 9132, 9733, 9734]
380;45;60;100;[973, 7439, 7440, 7539, 7540, 7691, 7692, 7979, 7980, 8111, 8112, 8365, 8366, 8481, 8482, 8775, 8776, 9025, 9026, 9133, 9134, 9753, 9754]
