id;depart;arrivee;capacite du vol;list_itineraires
230;25;30;90;[4597, 4598, 5319, 5320, 5529, 5530, 5703, 5704, 6043, 6044, 6275, 6276, 6507, 6508, 6849, 6850, 7145, 7146, 7273, 7274, 7655, 7656]
231;25;34;60;[4599, 4600, 5321, 5322, 5531, 5532, 5705, 5706, 6045, 6046, 6277, 6278, 6509, 6510, 6851, 6852, 7147, 7148, 7275, 7276, 7675, 7676]
232;25;35;100;[4601, 4602, 5323, 5324, 5533, 5534, 5707, 5708, 6047, 6048, 6279, 6280, 6511, 6512, 6853, 6854, 7149, 7150, 7277, 7278, 7697, 7698]
233;25;37;70;[4603, 4604, 5325, 5326, 5535, 5536, 5709, 5710, 6049, 6050, 6281, 6282, 6513, 6514, 6855, 6856, 7151, 7152, 7279, 7280, 7723, 7724]
234;25;38;80;[4605, 4606, 5327, 5328, 5537, 5538, 5711, 5712, 6051, 6052, 6283, 6284, 6515, 6516, 6857, 6858, 7153, 7154, 7281, 7282, 7747, 7748]
235;25;36;80;[4607, 4608, 5329, 5330, 5539, 5540, 5713, 5714, 6053, 6054, 6285, 6286, 6517, 6518, 6859, 6860, 7155, 7156, 7283, 7284, 7767, 7768]
236;26;32;80;[4529, 4530, 4763, 4764, 5351, 5352, 5565, 5566, 5717, 5718, 5931, 5932, 5995, 5996, 6289, 6290, 6653, 6654, 6945, 6946, 7119, 7120, 7793, 7794]
237;26;35;70;[4531, 4532, 4765, 4766, 5353, 5354, 5567, 5568, 5719, 5720, 5933, 5934, 5997, 5998, 6291, 6292, 6655, 6656, 6947, 6948, 7121, 7122, 7813, 7814]
238;26;34;80;[4533, 4534, 4767, 4768, 5355, 5356, 5569, 5570, 5721, 5722, 5935, 5936, 5999, 6000, 6293, 6294, 6657, 6658, 6949, 6950, 7123, 7124, 7839, 7840]
239;26;31;80;[4535, 4536, 4769, 4770, 5357, 5358, 5571, 5572, 5723, 5724, 5937, 5938, 6001, 6002, 6295, 6296, 6659, 6660, 6951, 6952, 7125, 7126, 7861, 7862]
240;26;36;90;[4537, 4538, 4771, 4772, 5359, 5360, 5573, 5574, 5725, 5726, 5939, 5940, 6003, 6004, 6297, 6298, 6661, 6662, 6953, 6954, 7127, 7128, 7881, 7882]
241;26;40;100;[4539, 4540, 4773, 4774, 5361, 5362, 5575, 5576, 5727, 5728, 5941, 5942, 6005, 6006, 6299, 6300, 6663, 6664, 6955, 6956, 7129, 7130, 7907, 7908]
242;26;37;80;[4541, 4542, 4775, 4776, 5363, 5364, 5577, 5578, 5729, 5730, 5943, 5944, 6007, 6008, 6301, 6302, 6665, 6666, 6957, 6958, 7131, 7132, 7929, 7930]
243;26;42;50;[4543, 4544, 4777, 4778, 5365, 5366, 5579, 5580, 5731, 5732, 5945, 5946, 6009, 6010, 6303, 6304, 6667, 6668, 6959, 6960, 7133, 7134, 7953, 7954]
244;26;41;80;[4545, 4546, 4779, 4780, 5367, 5368, 5581, 5582, 5733, 5734, 5947, 5948, 6011, 6012, 6305, 6306, 6669, 6670, 6961, 6962, 7135, 7136, 7977, 7978]
245;26;38;50;[4547, 4548, 4781, 4782, 5369, 5370, 5583, 5584, 5735, 5736, 5949, 5950, 6013, 6014, 6307, 6308, 6671, 6672, 6963, 6964, 7137, 7138, 7999, 8000]
246;27;33;80;[4741, 4742, 5121, 5122, 5273, 5274, 5953, 5954, 6189, 6190, 6675, 6676, 6885, 6886, 7097, 7098, 7347, 7348, 8019, 8020]
247;27;34;60;[4743, 4744, 5123, 5124, 5275, 5276, 5955, 5956, 6191, 6192, 6677, 6678, 6887, 6888, 7099, 7100, 7349, 7350, 8043, 8044]
248;27;32;100;[4745, 4746, 5125, 5126, 5277, 5278, 5957, 5958, 6193, 6194, 6679, 6680, 6889, 6890, 7101, 7102, 7351, 7352, 8065, 8066]
249;27;30;100;[4747, 4748, 5127, 5128, 5279, 5280, 5959, 5960, 6195, 6196, 6681, 6682, 6891, 6892, 7103, 7104, 7353, 7354, 8085, 8086]
250;27;31;80;[4749, 4750, 5129, 5130, 5281, 5282, 5961, 5962, 6197, 6198, 6683, 6684, 6893, 6894, 7105, 7106, 7355, 7356, 8105, 8106]
251;27;42;60;[4751, 4752, 5131, 5132, 5283, 5284, 5963, 5964, 6199, 6200, 6685, 6686, 6895, 6896, 7107, 7108, 7357, 7358, 8125, 8126]
252;27;39;50;[4753, 4754, 5133, 5134, 5285, 5286, 5965, 5966, 6201, 6202, 6687, 6688, 6897, 6898, 7109, 7110, 7359, 7360, 8149, 8150]
253;27;37;60;[4755, 4756, 5135, 5136, 5287, 5288, 5967, 5968, 6203, 6204, 6689, 6690, 6899, 6900, 7111, 7112, 7361, 7362, 8171, 8172]
254;27;36;70;[4757, 4758, 5137, 5138, 5289, 5290, 5969, 5970, 6205, 6206, 6691, 6692, 6901, 6902, 7113, 7114, 7363, 7364, 8195, 8196]
255;27;40;90;[4759, 4760, 5139, 5140, 5291, 5292, 5971, 5972, 6207, 6208, 6693, 6694, 6903, 6904, 7115, 7116, 7365, 7366, 8221, 8222]
256;28;30;50;[4571, 4572, 4785, 4786, 4947, 4948, 5099, 5100, 5373, 5374, 5543, 5544, 5739, 5740, 5909, 5910, 6017, 6018, 6229, 6230, 6481, 6482, 6863, 6864, 7057, 7058, 7325, 7326, 8243, 8244]
257;28;32;50;[4573, 4574, 4787, 4788, 4949, 4950, 5101, 5102, 5375, 5376, 5545, 5546, 5741, 5742, 5911, 5912, 6019, 6020, 6231, 6232, 6483, 6484, 6865, 6866, 7059, 7060, 7327, 7328, 8263, 8264]
258;28;35;100;[4575, 4576, 4789, 4790, 4951, 4952, 5103, 5104, 5377, 5378, 5547, 5548, 5743, 5744, 5913, 5914, 6021, 6022, 6233, 6234, 6485, 6486, 6867, 6868, 7061, 7062, 7329, 7330, 8283, 8284]
259;28;33;80;[4577, 4578, 4791, 4792, 4953, 4954, 5105, 5106, 5379, 5380, 5549, 5550, 5745, 5746, 5915, 5916, 6023, 6024, 6235, 6236, 6487, 6488, 6869, 6870, 7063, 7064, 7331, 7332, 8309, 8310]
260;28;31;70;[4579, 4580, 4793, 4794, 4955, 4956, 5107, 5108, 5381, 5382, 5551, 5552, 5747, 5748, 5917, 5918, 6025, 6026, 6237, 6238, 6489, 6490, 6871, 6872, 7065, 7066, 7333, 7334, 8333, 8334]
261;28;34;70;[4581, 4582, 4795, 4796, 4957, 4958, 5109, 5110, 5383, 5384, 5553, 5554, 5749, 5750, 5919, 5920, 6027, 6028, 6239, 6240, 6491, 6492, 6873, 6874, 7067, 7068, 7335, 7336, 8353, 8354]
262;28;40;60;[4583, 4584, 4797, 4798, 4959, 4960, 5111, 5112, 5385, 5386, 5555, 5556, 5751, 5752, 5921, 5922, 6029, 6030, 6241, 6242, 6493, 6494, 6875, 6876, 7069, 7070, 7337, 7338, 8375, 8376]
263;28;37;100;[4585, 4586, 4799, 4800, 4961, 4962, 5113, 5114, 5387, 5388, 5557, 5558, 5753, 5754, 5923, 5924, 6031, 6032, 6243, 6244, 6495, 6496, 6877, 6878, 7071, 7072, 7339, 7340, 8397, 8398]
264;28;41;90;[4587, 4588, 4801, 4802, 4963, 4964, 5115, 5116, 5389, 5390, 5559, 5560, 5755, 5756, 5925, 5926, 6033, 6034, 6245, 6246, 6497, 6498, 6879, 6880, 7073, 7074, 7341, 7342, 8421, 8422]
265;28;38;80;[4589, 4590, 4803, 4804, 4965, 4966, 5117, 5118, 5391, 5392, 5561, 5562, 5757, 5758, 5927, 5928, 6035, 6036, 6247, 6248, 6499, 6500, 6881, 6882, 7075, 7076, 7343, 7344, 8443, 8444]
266;29;34;60;[4551, 4552, 4969, 4970, 5295, 5296, 5975, 5976, 6251, 6252, 6461, 6462, 6697, 6698, 6907, 6908, 7287, 7288, 8463, 8464]
267;29;33;90;[4553, 4554, 4971, 4972, 5297, 5298, 5977, 5978, 6253, 6254, 6463, 6464, 6699, 6700, 6909, 6910, 7289, 7290, 8485, 8486]
268;29;35;60;[4555, 4556, 4973, 4974, 5299, 5300, 5979, 5980, 6255, 6256, 6465, 6466, 6701, 6702, 6911, 6912, 7291, 7292, 8509, 8510]
269;29;31;80;[4557, 4558, 4975, 4976, 5301, 5302, 5981, 5982, 6257, 6258, 6467, 6468, 6703, 6704, 6913, 6914, 7293, 7294, 8535, 8536]
270;29;30;60;[4559, 4560, 4977, 4978, 5303, 5304, 5983, 5984, 6259, 6260, 6469, 6470, 6705, 6706, 6915, 6916, 7295, 7296, 8555, 8556]
271;29;37;70;[4561, 4562, 4979, 4980, 5305, 5306, 5985, 5986, 6261, 6262, 6471, 6472, 6707, 6708, 6917, 6918, 7297, 7298, 8575, 8576]
272;29;42;80;[4563, 4564, 4981, 4982, 5307, 5308, 5987, 5988, 6263, 6264, 6473, 6474, 6709, 6710, 6919, 6920, 7299, 7300, 8599, 8600]
273;29;38;50;[4565, 4566, 4983, 4984, 5309, 5310, 5989, 5990, 6265, 6266, 6475, 6476, 6711, 6712, 6921, 6922, 7301, 7302, 8623, 8624]
274;29;36;60;[4567, 4568, 4985, 4986, 5311, 5312, 5991, 5992, 6267, 6268, 6477, 6478, 6713, 6714, 6923, 6924, 7303, 7304, 8643, 8644]
275;30;39;50;[6107, 6108, 6311, 6312, 6569, 6570, 6805, 6806, 7159, 7160, 7481, 7482, 7657, 7658, 8087, 8088, 8245, 8246, 8557, 8558, 8669, 8670]
276;30;38;60;[6109, 6110, 6313, 6314, 6571, 6572, 6807, 6808, 7161, 7162, 7483, 7484, 7659, 7660, 8089, 8090, 8247, 8248, 8559, 8560, 8691, 8692]
277;30;42;80;[6111, 6112, 6315, 6316, 6573, 6574, 6809, 6810, 7163, 7164, 7485, 7486, 7661, 7662, 8091, 8092, 8249, 8250, 8561, 8562, 8711, 8712]
278;30;41;80;[6113, 6114, 6317, 6318, 6575, 6576, 6811, 6812, 7165, 7166, 7487, 7488, 7663, 7664, 8093, 8094, 8251, 8252, 8563, 8564, 8735, 8736]
279;30;43;50;[6115, 6116, 6319, 6320, 6577, 6578, 6813, 6814, 7167, 7168, 7489, 7490, 7665, 7666, 8095, 8096, 8253, 8254, 8565, 8566, 8757, 8758]
280;30;44;70;[6117, 6118, 6321, 6322, 6579, 6580, 6815, 6816, 7169, 7170, 7491, 7492, 7667, 7668, 8097, 8098, 8255, 8256, 8567, 8568, 8781, 8782]
281;30;48;80;[6119, 6120, 6323, 6324, 6581, 6582, 6817, 6818, 7171, 7172, 7493, 7494, 7669, 7670, 8099, 8100, 8257, 8258, 8569, 8570, 8803, 8804]
282;30;50;100;[6121, 6122, 6325, 6326, 6583, 6584, 6819, 6820, 7173, 7174, 7495, 7496, 7671, 7672, 8101, 8102, 8259, 8260, 8571, 8572, 8825, 8826]
283;30;45;100;[6123, 6124, 6327, 6328, 6585, 6586, 6821, 6822, 7175, 7176, 7497, 7498, 7673, 7674, 8103, 8104, 8261, 8262, 8573, 8574, 8849, 8850]
284;31;41;80;[6127, 6128, 6351, 6352, 6589, 6590, 6825, 6826, 7037, 7038, 7179, 7180, 7411, 7412, 7501, 7502, 7637, 7638, 7863, 7864, 8107, 8108, 8335, 8336, 8537, 8538, 8875, 8876]
285;31;37;60;[6129, 6130, 6353, 6354, 6591, 6592, 6827, 6828, 7039, 7040, 7181, 7182, 7413, 7414, 7503, 7504, 7639, 7640, 7865, 7866, 8109, 8110, 8337, 8338, 8539, 8540, 8897, 8898]
286;31;36;100;[6131, 6132, 6355, 6356, 6593, 6594, 6829, 6830, 7041, 7042, 7183, 7184, 7415, 7416, 7505, 7506, 7641, 7642, 7867, 7868, 8111, 8112, 8339, 8340, 8541, 8542, 8921, 8922]
287;31;42;50;[6133, 6134, 6357, 6358, 6595, 6596, 6831, 6832, 7043, 7044, 7185, 7186, 7417, 7418, 7507, 7508, 7643, 7644, 7869, 7870, 8113, 8114, 8341, 8342, 8543, 8544, 8947, 8948]
288;31;40;60;[6135, 6136, 6359, 6360, 6597, 6598, 6833, 6834, 7045, 7046, 7187, 7188, 7419, 7420, 7509, 7510, 7645, 7646, 7871, 7872, 8115, 8116, 8343, 8344, 8545, 8546, 8971, 8972]
289;31;49;80;[6137, 6138, 6361, 6362, 6599, 6600, 6835, 6836, 7047, 7048, 7189, 7190, 7421, 7422, 7511, 7512, 7647, 7648, 7873, 7874, 8117, 8118, 8345, 8346, 8547, 8548, 8993, 8994]
290;31;44;80;[6139, 6140, 6363, 6364, 6601, 6602, 6837, 6838, 7049, 7050, 7191, 7192, 7423, 7424, 7513, 7514, 7649, 7650, 7875, 7876, 8119, 8120, 8347, 8348, 8549, 8550, 9015, 9016]
291;31;47;60;[6141, 6142, 6365, 6366, 6603, 6604, 6839, 6840, 7051, 7052, 7193, 7194, 7425, 7426, 7515, 7516, 7651, 7652, 7877, 7878, 8121, 8122, 8349, 8350, 8551, 8552, 9037, 9038]
292;31;50;100;[6143, 6144, 6367, 6368, 6605, 6606, 6841, 6842, 7053, 7054, 7195, 7196, 7427, 7428, 7517, 7518, 7653, 7654, 7879, 7880, 8123, 8124, 8351, 8352, 8553, 8554, 9053, 9054]
293;32;36;100;[6147, 6148, 6331, 6332, 6609, 6610, 6785, 6786, 6967, 6968, 7199, 7200, 7391, 7392, 7795, 7796, 8067, 8068, 8265, 8266, 9077, 9078]
294;32;42;80;[6149, 6150, 6333, 6334, 6611, 6612, 6787, 6788, 6969, 6970, 7201, 7202, 7393, 7394, 7797, 7798, 8069, 8070, 8267, 8268, 9103, 9104]
295;32;40;100;[6151, 6152, 6335, 6336, 6613, 6614, 6789, 6790, 6971, 6972, 7203, 7204, 7395, 7396, 7799, 7800, 8071, 8072, 8269, 8270, 9127, 9128]
296;32;38;90;[6153, 6154, 6337, 6338, 6615, 6616, 6791, 6792, 6973, 6974, 7205, 7206, 7397, 7398, 7801, 7802, 8073, 8074, 8271, 8272, 9149, 9150]
297;32;39;70;[6155, 6156, 6339, 6340, 6617, 6618, 6793, 6794, 6975, 6976, 7207, 7208, 7399, 7400, 7803, 7804, 8075, 8076, 8273, 8274, 9169, 9170]
298;32;41;70;[6157, 6158, 6341, 6342, 6619, 6620, 6795, 6796, 6977, 6978, 7209, 7210, 7401, 7402, 7805, 7806, 8077, 8078, 8275, 8276, 9191, 9192]
299;32;48;90;[6159, 6160, 6343, 6344, 6621, 6622, 6797, 6798, 6979, 6980, 7211, 7212, 7403, 7404, 7807, 7808, 8079, 8080, 8277, 8278, 9213, 9214]
300;32;49;80;[6161, 6162, 6345, 6346, 6623, 6624, 6799, 6800, 6981, 6982, 7213, 7214, 7405, 7406, 7809, 7810, 8081, 8082, 8279, 8280, 9235, 9236]
301;32;50;60;[6163, 6164, 6347, 6348, 6625, 6626, 6801, 6802, 6983, 6984, 7215, 7216, 7407, 7408, 7811, 7812, 8083, 8084, 8281, 8282, 9257, 9258]
302;33;39;60;[6083, 6084, 6397, 6398, 6629, 6630, 6735, 6736, 6987, 6988, 7219, 7220, 7431, 7432, 7613, 7614, 8021, 8022, 8311, 8312, 8487, 8488, 9281, 9282]
303;33;41;50;[6085, 6086, 6399, 6400, 6631, 6632, 6737, 6738, 6989, 6990, 7221, 7222, 7433, 7434, 7615, 7616, 8023, 8024, 8313, 8314, 8489, 8490, 9303, 9304]
304;33;36;70;[6087, 6088, 6401, 6402, 6633, 6634, 6739, 6740, 6991, 6992, 7223, 7224, 7435, 7436, 7617, 7618, 8025, 8026, 8315, 8316, 8491, 8492, 9325, 9326]
305;33;40;90;[6089, 6090, 6403, 6404, 6635, 6636, 6741, 6742, 6993, 6994, 7225, 7226, 7437, 7438, 7619, 7620, 8027, 8028, 8317, 8318, 8493, 8494, 9351, 9352]
306;33;42;90;[6091, 6092, 6405, 6406, 6637, 6638, 6743, 6744, 6995, 6996, 7227, 7228, 7439, 7440, 7621, 7622, 8029, 8030, 8319, 8320, 8495, 8496, 9373, 9374]
307;33;47;90;[6093, 6094, 6407, 6408, 6639, 6640, 6745, 6746, 6997, 6998, 7229, 7230, 7441, 7442, 7623, 7624, 8031, 8032, 8321, 8322, 8497, 8498, 9397, 9398]
308;33;48;50;[6095, 6096, 6409, 6410, 6641, 6642, 6747, 6748, 6999, 7000, 7231, 7232, 7443, 7444, 7625, 7626, 8033, 8034, 8323, 8324, 8499, 8500, 9413, 9414]
309;33;49;90;[6097, 6098, 6411, 6412, 6643, 6644, 6749, 6750, 7001, 7002, 7233, 7234, 7445, 7446, 7627, 7628, 8035, 8036, 8325, 8326, 8501, 8502, 9435, 9436]
310;33;50;70;[6099, 6100, 6413, 6414, 6645, 6646, 6751, 6752, 7003, 7004, 7235, 7236, 7447, 7448, 7629, 7630, 8037, 8038, 8327, 8328, 8503, 8504, 9457, 9458]
311;33;44;70;[6101, 6102, 6415, 6416, 6647, 6648, 6753, 6754, 7005, 7006, 7237, 7238, 7449, 7450, 7631, 7632, 8039, 8040, 8329, 8330, 8505, 8506, 9481, 9482]
312;33;45;50;[6103, 6104, 6417, 6418, 6649, 6650, 6755, 6756, 7007, 7008, 7239, 7240, 7451, 7452, 7633, 7634, 8041, 8042, 8331, 8332, 8507, 8508, 9503, 9504]
313;34;36;60;[6167, 6168, 6421, 6422, 6547, 6548, 7369, 7370, 7677, 7678, 7841, 7842, 8045, 8046, 8355, 8356, 8465, 8466, 9529, 9530]
314;34;40;80;[6169, 6170, 6423, 6424, 6549, 6550, 7371, 7372, 7679, 7680, 7843, 7844, 8047, 8048, 8357, 8358, 8467, 8468, 9555, 9556]
315;34;39;80;[6171, 6172, 6425, 6426, 6551, 6552, 7373, 7374, 7681, 7682, 7845, 7846, 8049, 8050, 8359, 8360, 8469, 8470, 9577, 9578]
316;34;37;70;[6173, 6174, 6427, 6428, 6553, 6554, 7375, 7376, 7683, 7684, 7847, 7848, 8051, 8052, 8361, 8362, 8471, 8472, 9599, 9600]
317;34;47;60;[6175, 6176, 6429, 6430, 6555, 6556, 7377, 7378, 7685, 7686, 7849, 7850, 8053, 8054, 8363, 8364, 8473, 8474, 9623, 9624]
318;34;49;80;[6177, 6178, 6431, 6432, 6557, 6558, 7379, 7380, 7687, 7688, 7851, 7852, 8055, 8056, 8365, 8366, 8475, 8476, 9639, 9640]
319;34;48;50;[6179, 6180, 6433, 6434, 6559, 6560, 7381, 7382, 7689, 7690, 7853, 7854, 8057, 8058, 8367, 8368, 8477, 8478, 9661, 9662]
320;34;50;100;[6181, 6182, 6435, 6436, 6561, 6562, 7383, 7384, 7691, 7692, 7855, 7856, 8059, 8060, 8369, 8370, 8479, 8480, 9683, 9684]
321;34;46;60;[6183, 6184, 6437, 6438, 6563, 6564, 7385, 7386, 7693, 7694, 7857, 7858, 8061, 8062, 8371, 8372, 8481, 8482, 9707, 9708]
322;34;43;80;[6185, 6186, 6439, 6440, 6565, 6566, 7387, 7388, 7695, 7696, 7859, 7860, 8063, 8064, 8373, 8374, 8483, 8484, 9729, 9730]
323;35;39;60;[6057, 6058, 6371, 6372, 6521, 6522, 6759, 6760, 7011, 7012, 7243, 7244, 7455, 7456, 7699, 7700, 7815, 7816, 8285, 8286, 8511, 8512, 9753, 9754]
324;35;36;60;[6059, 6060, 6373, 6374, 6523, 6524, 6761, 6762, 7013, 7014, 7245, 7246, 7457, 7458, 7701, 7702, 7817, 7818, 8287, 8288, 8513, 8514, 9775, 9776]
325;35;37;100;[6061, 6062, 6375, 6376, 6525, 6526, 6763, 6764, 7015, 7016, 7247, 7248, 7459, 7460, 7703, 7704, 7819, 7820, 8289, 8290, 8515, 8516, 9801, 9802]
326;35;41;80;[6063, 6064, 6377, 6378, 6527, 6528, 6765, 6766, 7017, 7018, 7249, 7250, 7461, 7462, 7705, 7706, 7821, 7822, 8291, 8292, 8517, 8518, 9825, 9826]
327;35;40;70;[6065, 6066, 6379, 6380, 6529, 6530, 6767, 6768, 7019, 7020, 7251, 7252, 7463, 7464, 7707, 7708, 7823, 7824, 8293, 8294, 8519, 8520, 9847, 9848]
328;35;38;80;[6067, 6068, 6381, 6382, 6531, 6532, 6769, 6770, 7021, 7022, 7253, 7254, 7465, 7466, 7709, 7710, 7825, 7826, 8295, 8296, 8521, 8522, 9869, 9870]
329;35;47;50;[6069, 6070, 6383, 6384, 6533, 6534, 6771, 6772, 7023, 7024, 7255, 7256, 7467, 7468, 7711, 7712, 7827, 7828, 8297, 8298, 8523, 8524, 9889, 9890]
330;35;48;70;[6071, 6072, 6385, 6386, 6535, 6536, 6773, 6774, 7025, 7026, 7257, 7258, 7469, 7470, 7713, 7714, 7829, 7830, 8299, 8300, 8525, 8526, 9905, 9906]
331;35;46;100;[6073, 6074, 6387, 6388, 6537, 6538, 6775, 6776, 7027, 7028, 7259, 7260, 7471, 7472, 7715, 7716, 7831, 7832, 8301, 8302, 8527, 8528, 9927, 9928]
332;35;50;60;[6075, 6076, 6389, 6390, 6539, 6540, 6777, 6778, 7029, 7030, 7261, 7262, 7473, 7474, 7717, 7718, 7833, 7834, 8303, 8304, 8529, 8530, 9949, 9950]
333;35;43;90;[6077, 6078, 6391, 6392, 6541, 6542, 6779, 6780, 7031, 7032, 7263, 7264, 7475, 7476, 7719, 7720, 7835, 7836, 8305, 8306, 8531, 8532, 9973, 9974]
334;35;49;60;[6079, 6080, 6393, 6394, 6543, 6544, 6781, 6782, 7033, 7034, 7265, 7266, 7477, 7478, 7721, 7722, 7837, 7838, 8307, 8308, 8533, 8534, 9997, 9998]
335;36;48;70;[7521, 7522, 7769, 7770, 7883, 7884, 8197, 8198, 8645, 8646, 8923, 8924, 9079, 9080, 9327, 9328, 9531, 9532, 9777, 9778, 10019, 10020]
336;36;43;50;[7523, 7524, 7771, 7772, 7885, 7886, 8199, 8200, 8647, 8648, 8925, 8926, 9081, 9082, 9329, 9330, 9533, 9534, 9779, 9780, 10041, 10042]
337;36;44;100;[7525, 7526, 7773, 7774, 7887, 7888, 8201, 8202, 8649, 8650, 8927, 8928, 9083, 9084, 9331, 9332, 9535, 9536, 9781, 9782, 10065, 10066]
338;36;45;100;[7527, 7528, 7775, 7776, 7889, 7890, 8203, 8204, 8651, 8652, 8929, 8930, 9085, 9086, 9333, 9334, 9537, 9538, 9783, 9784, 10087, 10088]
339;36;47;80;[7529, 7530, 7777, 7778, 7891, 7892, 8205, 8206, 8653, 8654, 8931, 8932, 9087, 9088, 9335, 9336, 9539, 9540, 9785, 9786, 10113, 10114]
340;36;46;70;[7531, 7532, 7779, 7780, 7893, 7894, 8207, 8208, 8655, 8656, 8933, 8934, 9089, 9090, 9337, 9338, 9541, 9542, 9787, 9788, 10129, 10130]
341;36;56;90;[7533, 7534, 7781, 7782, 7895, 7896, 8209, 8210, 8657, 8658, 8935, 8936, 9091, 9092, 9339, 9340, 9543, 9544, 9789, 9790, 10151, 10152]
342;36;51;70;[7535, 7536, 7783, 7784, 7897, 7898, 8211, 8212, 8659, 8660, 8937, 8938, 9093, 9094, 9341, 9342, 9545, 9546, 9791, 9792, 10175, 10176]
343;36;57;90;[7537, 7538, 7785, 7786, 7899, 7900, 8213, 8214, 8661, 8662, 8939, 8940, 9095, 9096, 9343, 9344, 9547, 9548, 9793, 9794, 10195, 10196]
344;36;55;50;[7539, 7540, 7787, 7788, 7901, 7902, 8215, 8216, 8663, 8664, 8941, 8942, 9097, 9098, 9345, 9346, 9549, 9550, 9795, 9796, 10215, 10216]
345;36;53;80;[7541, 7542, 7789, 7790, 7903, 7904, 8217, 8218, 8665, 8666, 8943, 8944, 9099, 9100, 9347, 9348, 9551, 9552, 9797, 9798, 10237, 10238]
346;36;52;70;[7543, 7544, 7791, 7792, 7905, 7906, 8219, 8220, 8667, 8668, 8945, 8946, 9101, 9102, 9349, 9350, 9553, 9554, 9799, 9800, 10255, 10256]
347;37;48;50;[7567, 7568, 7725, 7726, 7931, 7932, 8173, 8174, 8399, 8400, 8577, 8578, 8899, 8900, 9601, 9602, 9803, 9804, 10273, 10274]
348;37;46;90;[7569, 7570, 7727, 7728, 7933, 7934, 8175, 8176, 8401, 8402, 8579, 8580, 8901, 8902, 9603, 9604, 9805, 9806, 10295, 10296]
349;37;49;100;[7571, 7572, 7729, 7730, 7935, 7936, 8177, 8178, 8403, 8404, 8581, 8582, 8903, 8904, 9605, 9606, 9807, 9808, 10317, 10318]
350;37;45;50;[7573, 7574, 7731, 7732, 7937, 7938, 8179, 8180, 8405, 8406, 8583, 8584, 8905, 8906, 9607, 9608, 9809, 9810, 10339, 10340]
351;37;47;50;[7575, 7576, 7733, 7734, 7939, 7940, 8181, 8182, 8407, 8408, 8585, 8586, 8907, 8908, 9609, 9610, 9811, 9812, 10365, 10366]
352;37;52;60;[7577, 7578, 7735, 7736, 7941, 7942, 8183, 8184, 8409, 8410, 8587, 8588, 8909, 8910, 9611, 9612, 9813, 9814, 10381, 10382]
353;37;55;80;[7579, 7580, 7737, 7738, 7943, 7944, 8185, 8186, 8411, 8412, 8589, 8590, 8911, 8912, 9613, 9614, 9815, 9816, 10399, 10400]
354;37;57;100;[7581, 7582, 7739, 7740, 7945, 7946, 8187, 8188, 8413, 8414, 8591, 8592, 8913, 8914, 9615, 9616, 9817, 9818, 10421, 10422]
355;37;56;90;[7583, 7584, 7741, 7742, 7947, 7948, 8189, 8190, 8415, 8416, 8593, 8594, 8915, 8916, 9617, 9618, 9819, 9820, 10441, 10442]
356;37;51;50;[7585, 7586, 7743, 7744, 7949, 7950, 8191, 8192, 8417, 8418, 8595, 8596, 8917, 8918, 9619, 9620, 9821, 9822, 10465, 10466]
357;37;53;90;[7587, 7588, 7745, 7746, 7951, 7952, 8193, 8194, 8419, 8420, 8597, 8598, 8919, 8920, 9621, 9622, 9823, 9824, 10485, 10486]
358;38;47;80;[7547, 7548, 7749, 7750, 8001, 8002, 8445, 8446, 8625, 8626, 8693, 8694, 9151, 9152, 9871, 9872, 10503, 10504]
359;38;46;80;[7549, 7550, 7751, 7752, 8003, 8004, 8447, 8448, 8627, 8628, 8695, 8696, 9153, 9154, 9873, 9874, 10519, 10520]
360;38;48;90;[7551, 7552, 7753, 7754, 8005, 8006, 8449, 8450, 8629, 8630, 8697, 8698, 9155, 9156, 9875, 9876, 10541, 10542]
361;38;50;100;[7553, 7554, 7755, 7756, 8007, 8008, 8451, 8452, 8631, 8632, 8699, 8700, 9157, 9158, 9877, 9878, 10563, 10564]
362;38;45;100;[7555, 7556, 7757, 7758, 8009, 8010, 8453, 8454, 8633, 8634, 8701, 8702, 9159, 9160, 9879, 9880, 10587, 10588]
363;38;49;100;[7557, 7558, 7759, 7760, 8011, 8012, 8455, 8456, 8635, 8636, 8703, 8704, 9161, 9162, 9881, 9882, 10613, 10614]
364;38;56;90;[7559, 7560, 7761, 7762, 8013, 8014, 8457, 8458, 8637, 8638, 8705, 8706, 9163, 9164, 9883, 9884, 10635, 10636]
365;38;52;90;[7561, 7562, 7763, 7764, 8015, 8016, 8459, 8460, 8639, 8640, 8707, 8708, 9165, 9166, 9885, 9886, 10659, 10660]
366;38;54;80;[7563, 7564, 7765, 7766, 8017, 8018, 8461, 8462, 8641, 8642, 8709, 8710, 9167, 9168, 9887, 9888, 10677, 10678]
367;39;44;50;[8151, 8152, 8671, 8672, 9171, 9172, 9283, 9284, 9579, 9580, 9755, 9756, 10695, 10696]
368;39;50;100;[8153, 8154, 8673, 8674, 9173, 9174, 9285, 9286, 9581, 9582, 9757, 9758, 10717, 10718]
369;39;49;50;[8155, 8156, 8675, 8676, 9175, 9176, 9287, 9288, 9583, 9584, 9759, 9760, 10741, 10742]
370;39;48;70;[8157, 8158, 8677, 8678, 9177, 9178, 9289, 9290, 9585, 9586, 9761, 9762, 10763, 10764]
371;39;55;50;[8159, 8160, 8679, 8680, 9179, 9180, 9291, 9292, 9587, 9588, 9763, 9764, 10785, 10786]
