id;depart;arrivee;demand_business;demand_family;list_itineraires
578;13;21;2;30;[578, 3900, 3901, 3914, 3915, 3944, 3945, 3964, 3965, 3978, 3979]
579;13;22;6;30;[579, 3892, 3893, 3918, 3919, 3940, 3941, 3960, 3961]
580;13;23;4;50;[580, 3894, 3895, 3912, 3913, 3934, 3935, 3968, 3969, 4014, 4015]
581;14;24;2;45;[581, 4082, 4083, 4096, 4097, 4116, 4117, 4132, 4133, 4156, 4157, 4176, 4177, 4240, 4241]
582;14;25;6;30;[582, 4078, 4079, 4098, 4099, 4120, 4121, 4134, 4135, 4152, 4153, 4168, 4169, 4186, 4187]
583;14;26;2;30;[583, 4084, 4085, 4102, 4103, 4122, 4123, 4136, 4137, 4154, 4155, 4170, 4171, 4204, 4205]
584;14;27;8;50;[584, 4076, 4077, 4104, 4105, 4118, 4119, 4138, 4139, 4150, 4151, 4174, 4175, 4258, 4259]
585;14;28;6;30;[585, 4080, 4081, 4100, 4101, 4148, 4149, 4172, 4173, 4222, 4223]
586;15;24;8;45;[586, 4278, 4279, 4304, 4305, 4326, 4327, 4346, 4347, 4358, 4359, 4374, 4375, 4442, 4443]
587;15;25;4;30;[587, 4280, 4281, 4300, 4301, 4318, 4319, 4342, 4343, 4360, 4361, 4378, 4379, 4460, 4461]
588;15;26;6;45;[588, 4284, 4285, 4306, 4307, 4320, 4321, 4344, 4345, 4362, 4363, 4380, 4381, 4388, 4389]
589;15;27;8;30;[589, 4286, 4287, 4298, 4299, 4324, 4325, 4340, 4341, 4364, 4365, 4376, 4377, 4424, 4425]
590;15;28;8;40;[590, 4282, 4283, 4302, 4303, 4322, 4323, 4338, 4339, 4406, 4407]
591;16;24;8;60;[591, 4480, 4481, 4500, 4501, 4524, 4525, 4544, 4545, 4556, 4557, 4578, 4579, 4590, 4591]
592;16;25;10;60;[592, 4482, 4483, 4502, 4503, 4520, 4521, 4536, 4537, 4560, 4561, 4574, 4575, 4626, 4627]
593;16;26;10;40;[593, 4486, 4487, 4504, 4505, 4522, 4523, 4538, 4539, 4562, 4563, 4580, 4581]
594;16;27;4;30;[594, 4488, 4489, 4506, 4507, 4518, 4519, 4542, 4543, 4558, 4559, 4572, 4573, 4608, 4609]
595;16;28;6;30;[595, 4484, 4485, 4516, 4517, 4540, 4541, 4576, 4577, 4644, 4645]
596;17;24;4;30;[596, 4664, 4665, 4686, 4687, 4700, 4701, 4720, 4721, 4744, 4745]
597;17;25;2;55;[597, 4666, 4667, 4682, 4683, 4702, 4703, 4724, 4725, 4736, 4737, 4790, 4791]
598;17;26;6;55;[598, 4668, 4669, 4688, 4689, 4706, 4707, 4726, 4727, 4738, 4739, 4772, 4773]
599;17;27;10;60;[599, 4670, 4671, 4680, 4681, 4708, 4709, 4722, 4723, 4742, 4743]
600;17;28;8;30;[600, 4684, 4685, 4704, 4705, 4740, 4741, 4754, 4755]
601;18;29;2;60;[601, 4810, 4811, 4834, 4835, 4850, 4851, 4864, 4865, 4882, 4883, 4898, 4899]
602;18;30;8;60;[602, 4816, 4817, 4828, 4829, 4852, 4853, 4868, 4869, 4888, 4889, 4948, 4949]
603;18;31;8;40;[603, 4812, 4813, 4832, 4833, 4846, 4847, 4870, 4871, 4884, 4885, 4914, 4915]
604;18;32;2;30;[604, 4814, 4815, 4830, 4831, 4848, 4849, 4866, 4867, 4886, 4887, 4932, 4933]
605;19;29;2;55;[605, 4972, 4973, 4986, 4987, 5010, 5011, 5022, 5023, 5040, 5041, 5056, 5057]
606;19;30;10;60;[606, 4974, 4975, 4992, 4993, 5004, 5005, 5026, 5027, 5046, 5047, 5072, 5073]
607;19;31;8;45;[607, 4968, 4969, 4988, 4989, 5008, 5009, 5028, 5029, 5042, 5043, 5106, 5107]
608;19;32;4;50;[608, 4970, 4971, 4990, 4991, 5006, 5007, 5024, 5025, 5044, 5045, 5090, 5091]
609;20;29;2;50;[609, 5126, 5127, 5144, 5145, 5168, 5169, 5180, 5181]
610;20;30;10;50;[610, 5132, 5133, 5150, 5151, 5162, 5163, 5184, 5185, 5196, 5197]
611;20;31;8;50;[611, 5128, 5129, 5146, 5147, 5166, 5167, 5186, 5187, 5230, 5231]
612;20;32;6;45;[612, 5130, 5131, 5148, 5149, 5164, 5165, 5182, 5183, 5214, 5215]
613;21;29;8;30;[613, 5256, 5257, 5268, 5269, 5290, 5291, 5304, 5305, 5322, 5323, 5354, 5355]
614;21;30;8;30;[614, 5250, 5251, 5272, 5273, 5292, 5293, 5310, 5311, 5328, 5329, 5370, 5371]
615;21;31;10;60;[615, 5254, 5255, 5274, 5275, 5286, 5287, 5306, 5307, 5324, 5325, 5388, 5389]
616;21;32;10;50;[616, 5252, 5253, 5270, 5271, 5288, 5289, 5308, 5309, 5326, 5327, 5338, 5339]
617;22;29;4;40;[617, 5408, 5409, 5432, 5433, 5444, 5445, 5462, 5463, 5512, 5513]
618;22;30;4;30;[618, 5414, 5415, 5426, 5427, 5448, 5449, 5468, 5469]
619;22;31;4;55;[619, 5410, 5411, 5430, 5431, 5450, 5451, 5464, 5465, 5494, 5495]
620;22;32;6;60;[620, 5412, 5413, 5428, 5429, 5446, 5447, 5466, 5467, 5478, 5479]
621;23;29;2;30;[621, 5530, 5531, 5554, 5555, 5570, 5571, 5584, 5585, 5602, 5603, 5636, 5637]
622;23;30;10;60;[622, 5536, 5537, 5548, 5549, 5572, 5573, 5590, 5591, 5606, 5607, 5618, 5619]
623;23;31;6;30;[623, 5532, 5533, 5552, 5553, 5566, 5567, 5586, 5587, 5608, 5609, 5652, 5653]
624;23;32;2;40;[624, 5534, 5535, 5550, 5551, 5568, 5569, 5588, 5589, 5604, 5605, 5670, 5671]
625;24;33;4;40;[625, 5694, 5695, 5706, 5707, 5728, 5729, 5742, 5743, 5772, 5773]
626;24;34;2;60;[626, 5688, 5689, 5710, 5711, 5722, 5723, 5744, 5745, 5754, 5755]
627;24;35;8;55;[627, 5690, 5691, 5708, 5709, 5724, 5725, 5738, 5739, 5792, 5793]
628;24;36;10;50;[628, 5692, 5693, 5704, 5705, 5726, 5727, 5740, 5741, 5812, 5813]
629;25;33;6;35;[629, 5834, 5835, 5854, 5855, 5866, 5867, 5888, 5889, 5934, 5935]
630;25;34;8;35;[630, 5836, 5837, 5848, 5849, 5870, 5871, 5882, 5883, 5896, 5897]
631;25;35;10;45;[631, 5830, 5831, 5850, 5851, 5868, 5869, 5884, 5885, 5914, 5915]
632;25;36;10;50;[632, 5832, 5833, 5852, 5853, 5864, 5865, 5886, 5887, 5954, 5955]
633;26;33;10;40;[633, 5978, 5979, 5994, 5995, 6008, 6009, 6024, 6025, 6076, 6077]
634;26;34;8;55;[634, 5972, 5973, 5988, 5989, 6010, 6011, 6028, 6029, 6058, 6059]
635;26;35;2;55;[635, 5974, 5975, 5990, 5991, 6004, 6005, 6026, 6027, 6038, 6039]
636;26;36;10;45;[636, 5976, 5977, 5992, 5993, 6006, 6007, 6022, 6023, 6096, 6097]
637;27;33;8;35;[637, 6120, 6121, 6132, 6133, 6154, 6155, 6168, 6169, 6180, 6181]
638;27;34;6;35;[638, 6114, 6115, 6136, 6137, 6148, 6149, 6170, 6171, 6220, 6221]
639;27;35;10;40;[639, 6116, 6117, 6134, 6135, 6150, 6151, 6164, 6165, 6200, 6201]
640;27;36;8;60;[640, 6118, 6119, 6130, 6131, 6152, 6153, 6166, 6167, 6238, 6239]
641;28;33;2;55;[641, 6258, 6259, 6280, 6281, 6296, 6297, 6310, 6311, 6340, 6341]
642;28;34;8;40;[642, 6262, 6263, 6274, 6275, 6290, 6291, 6312, 6313, 6322, 6323]
643;28;35;2;60;[643, 6260, 6261, 6276, 6277, 6292, 6293, 6306, 6307, 6376, 6377]
644;28;36;8;35;[644, 6256, 6257, 6278, 6279, 6294, 6295, 6308, 6309, 6360, 6361]
645;29;37;8;60;[645, 6398, 6399, 6416, 6417, 6442, 6443, 6458, 6459]
646;29;38;4;60;[646, 6402, 6403, 6422, 6423, 6436, 6437, 6456, 6457, 6510, 6511]
647;29;39;6;40;[647, 6400, 6401, 6420, 6421, 6438, 6439, 6454, 6455, 6492, 6493]
648;29;40;8;35;[648, 6404, 6405, 6418, 6419, 6440, 6441, 6452, 6453, 6470, 6471]
649;30;37;2;30;[649, 6536, 6537, 6562, 6563, 6578, 6579, 6592, 6593, 6672, 6673]
650;30;38;10;40;[650, 6542, 6543, 6556, 6557, 6576, 6577, 6596, 6597, 6648, 6649]
651;30;39;8;60;[651, 6540, 6541, 6558, 6559, 6574, 6575, 6594, 6595, 6630, 6631]
652;30;40;2;30;[652, 6538, 6539, 6560, 6561, 6572, 6573, 6598, 6599, 6608, 6609]
653;31;37;10;45;[653, 6702, 6703, 6718, 6719, 6732, 6733, 6752, 6753, 6814, 6815]
654;31;38;2;35;[654, 6696, 6697, 6716, 6717, 6738, 6739, 6756, 6757, 6790, 6791]
655;31;39;8;60;[655, 6698, 6699, 6714, 6715, 6736, 6737, 6754, 6755, 6836, 6837]
656;31;40;2;35;[656, 6700, 6701, 6712, 6713, 6734, 6735, 6758, 6759, 6768, 6769]
657;32;37;10;35;[657, 6856, 6857, 6874, 6875, 6900, 6901, 6916, 6917, 6970, 6971]
658;32;38;4;50;[658, 6860, 6861, 6880, 6881, 6894, 6895, 6914, 6915, 6928, 6929]
659;32;39;2;55;[659, 6858, 6859, 6878, 6879, 6896, 6897, 6912, 6913, 6952, 6953]
660;32;40;8;60;[660, 6862, 6863, 6876, 6877, 6898, 6899, 6910, 6911]
661;33;41;8;45;[661, 7000, 7001, 7018, 7019, 7042, 7043, 7064, 7065, 7096, 7097]
662;33;42;4;60;[662, 6996, 6997, 7016, 7017, 7040, 7041, 7058, 7059, 7078, 7079]
663;33;43;4;55;[663, 7002, 7003, 7024, 7025, 7038, 7039, 7062, 7063, 7112, 7113]
664;33;44;8;45;[664, 6998, 6999, 7022, 7023, 7036, 7037, 7128, 7129]
665;33;45;4;40;[665, 6994, 6995, 7020, 7021, 7034, 7035, 7060, 7061, 7146, 7147]
666;34;41;10;40;[666, 7170, 7171, 7188, 7189, 7212, 7213, 7234, 7235, 7280, 7281]
667;34;42;8;30;[667, 7164, 7165, 7186, 7187, 7210, 7211, 7230, 7231, 7296, 7297]
668;34;43;4;55;[668, 7168, 7169, 7194, 7195, 7208, 7209, 7236, 7237, 7264, 7265]
669;34;44;10;35;[669, 7192, 7193, 7206, 7207, 7232, 7233]
670;34;45;4;45;[670, 7166, 7167, 7190, 7191, 7204, 7205, 7228, 7229, 7248, 7249]
671;35;41;2;60;[671, 7322, 7323, 7344, 7345, 7362, 7363, 7386, 7387, 7418, 7419]
672;35;42;10;55;[672, 7316, 7317, 7340, 7341, 7360, 7361, 7384, 7385, 7400, 7401]
673;35;43;4;40;[673, 7320, 7321, 7346, 7347, 7368, 7369, 7382, 7383, 7434, 7435]
674;35;44;8;35;[674, 7342, 7343, 7366, 7367, 7380, 7381, 7450, 7451]
675;35;45;6;30;[675, 7318, 7319, 7338, 7339, 7364, 7365, 7378, 7379, 7468, 7469]
676;36;41;8;55;[676, 7494, 7495, 7512, 7513, 7534, 7535, 7556, 7557]
677;36;42;6;30;[677, 7492, 7493, 7510, 7511, 7530, 7531, 7550, 7551, 7586, 7587]
678;36;43;2;35;[678, 7490, 7491, 7518, 7519, 7536, 7537, 7554, 7555, 7570, 7571]
679;36;44;8;55;[679, 7488, 7489, 7516, 7517, 7532, 7533, 7604, 7605]
680;36;45;8;60;[680, 7486, 7487, 7514, 7515, 7528, 7529, 7552, 7553]
681;37;46;6;35;[681, 7626, 7627, 7642, 7643, 7664, 7665, 7680, 7681, 7726, 7727]
682;37;47;8;60;[682, 7662, 7663, 7746, 7747]
683;37;48;4;35;[683, 7632, 7633, 7646, 7647, 7676, 7677, 7784, 7785]
684;37;49;8;45;[684, 7628, 7629, 7688, 7689]
685;37;50;2;50;[685, 7630, 7631, 7648, 7649, 7674, 7675]
686;37;51;6;30;[686, 7624, 7625, 7644, 7645, 7660, 7661, 7678, 7679, 7706, 7707]
687;37;52;2;45;[687, 7658, 7659, 7766, 7767]
688;38;46;6;55;[688, 7806, 7807, 7822, 7823, 7846, 7847, 7858, 7859, 7880, 7881, 7928, 7929]
689;38;47;10;50;[689, 7844, 7845, 7888, 7889]
690;38;48;2;35;[690, 7810, 7811, 7830, 7831, 7864, 7865, 7876, 7877, 7908, 7909]
691;38;49;10;55;[691, 7828, 7829, 7860, 7861, 7948, 7949]
692;38;50;10;35;[692, 7812, 7813, 7824, 7825, 7862, 7863, 7874, 7875]
693;38;51;6;60;[693, 7808, 7809, 7826, 7827, 7842, 7843, 7856, 7857, 7878, 7879, 7966, 7967]
694;38;52;10;50;[694, 7840, 7841, 7986, 7987]
695;39;46;6;60;[695, 8008, 8009, 8030, 8031, 8040, 8041, 8056, 8057, 8080, 8081, 8108, 8109]
696;39;47;8;30;[696, 8078, 8079, 8128, 8129]
697;39;48;2;55;[697, 8014, 8015, 8026, 8027, 8044, 8045, 8064, 8065, 8088, 8089]
698;39;49;8;55;[698, 8010, 8011, 8062, 8063]
699;39;50;2;50;[699, 8012, 8013, 8024, 8025, 8046, 8047, 8058, 8059]
700;39;51;4;50;[700, 8006, 8007, 8028, 8029, 8042, 8043, 8060, 8061, 8076, 8077]
701;39;52;4;35;[701, 8074, 8075]
702;40;46;6;45;[702, 8150, 8151, 8168, 8169, 8184, 8185, 8208, 8209, 8224, 8225, 8232, 8233]
703;40;47;2;50;[703, 8222, 8223]
704;40;48;4;35;[704, 8154, 8155, 8174, 8175, 8192, 8193, 8204, 8205, 8306, 8307]
705;40;49;4;40;[705, 8170, 8171, 8190, 8191]
706;40;50;2;40;[706, 8156, 8157, 8172, 8173, 8186, 8187, 8202, 8203, 8252, 8253]
707;40;51;10;45;[707, 8152, 8153, 8166, 8167, 8188, 8189, 8206, 8207, 8220, 8221, 8286, 8287]
708;40;52;8;60;[708, 8218, 8219, 8268, 8269]
709;41;53;10;45;[709, 8334, 8335, 8350, 8351, 8364, 8365, 8390, 8391]
710;41;54;8;55;[710, 8328, 8329, 8348, 8349, 8370, 8371, 8386, 8387, 8440, 8441]
711;41;55;6;35;[711, 8330, 8331, 8344, 8345, 8366, 8367, 8384, 8385, 8420, 8421]
712;41;56;2;55;[712, 8332, 8333, 8346, 8347, 8368, 8369, 8388, 8389, 8402, 8403]
713;42;53;6;30;[713, 8462, 8463, 8488, 8489, 8506, 8507, 8526, 8527, 8542, 8543, 8574, 8575]
714;42;54;2;60;[714, 8468, 8469, 8484, 8485, 8502, 8503, 8520, 8521, 8540, 8541]
715;42;55;6;35;[715, 8464, 8465, 8482, 8483, 8508, 8509, 8522, 8523, 8536, 8537, 8554, 8555]
716;42;56;10;45;[716, 8466, 8467, 8486, 8487, 8504, 8505, 8524, 8525, 8538, 8539, 8590, 8591]
717;43;53;2;40;[717, 8616, 8617, 8628, 8629, 8654, 8655, 8674, 8675, 8706, 8707]
718;43;54;4;30;[718, 8610, 8611, 8634, 8635, 8648, 8649, 8670, 8671]
719;43;55;10;45;[719, 8614, 8615, 8630, 8631, 8652, 8653, 8668, 8669, 8686, 8687]
720;43;56;6;45;[720, 8612, 8613, 8632, 8633, 8650, 8651, 8672, 8673, 8722, 8723]
721;44;53;4;60;[721, 8748, 8749, 8768, 8769, 8778, 8779, 8802, 8803, 8822, 8823, 8834, 8835]
722;44;54;4;60;[722, 8744, 8745, 8762, 8763, 8784, 8785, 8798, 8799, 8820, 8821, 8850, 8851]
723;44;55;2;30;[723, 8742, 8743, 8764, 8765, 8780, 8781, 8804, 8805, 8816, 8817]
724;44;56;10;50;[724, 8746, 8747, 8766, 8767, 8782, 8783, 8800, 8801, 8818, 8819, 8870, 8871]
725;45;53;2;60;[725, 8896, 8897, 8910, 8911, 8936, 8937, 8956, 8957, 8964, 8965]
726;45;54;8;40;[726, 8892, 8893, 8916, 8917, 8934, 8935, 8950, 8951, 9000, 9001]
727;45;55;6;45;[727, 8890, 8891, 8912, 8913, 8930, 8931, 8952, 8953, 8980, 8981]
728;45;56;6;35;[728, 8894, 8895, 8914, 8915, 8932, 8933, 8954, 8955]
729;46;57;10;45;[729, 9022, 9023, 9042, 9043, 9068, 9069, 9084, 9085, 9172, 9173]
730;46;58;10;35;[730, 9024, 9025, 9050, 9051, 9064, 9065, 9082, 9083, 9094, 9095]
731;46;59;2;30;[731, 9030, 9031, 9046, 9047, 9066, 9067, 9132, 9133]
732;46;60;10;30;[732, 9028, 9029, 9048, 9049, 9062, 9063, 9080, 9081, 9114, 9115]
733;46;61;8;35;[733, 9026, 9027, 9044, 9045, 9086, 9087, 9152, 9153]
734;47;57;4;55;[734, 9190, 9191, 9216, 9217, 9228, 9229, 9252, 9253, 9282, 9283]
735;47;58;10;55;[735, 9198, 9199, 9212, 9213, 9230, 9231, 9250, 9251, 9336, 9337]
736;47;59;6;50;[736, 9194, 9195, 9214, 9215, 9236, 9237, 9262, 9263]
737;47;60;6;60;[737, 9196, 9197, 9210, 9211, 9234, 9235, 9248, 9249, 9298, 9299]
738;47;61;8;35;[738, 9192, 9193, 9232, 9233, 9254, 9255, 9316, 9317]
739;48;57;8;30;[739, 9358, 9359, 9384, 9385, 9396, 9397, 9420, 9421, 9430, 9431]
740;48;58;8;60;[740, 9360, 9361, 9380, 9381, 9404, 9405, 9418, 9419, 9486, 9487]
741;48;59;2;60;[741, 9366, 9367, 9382, 9383, 9400, 9401, 9446, 9447]
742;48;60;4;45;[742, 9364, 9365, 9378, 9379, 9402, 9403, 9416, 9417, 9506, 9507]
743;48;61;2;50;[743, 9362, 9363, 9398, 9399, 9422, 9423, 9466, 9467]
744;49;57;2;55;[744, 9526, 9527, 9552, 9553, 9568, 9569, 9580, 9581, 9618, 9619]
745;49;58;8;40;[745, 9534, 9535, 9548, 9549, 9566, 9567, 9582, 9583, 9634, 9635]
746;49;59;10;60;[746, 9530, 9531, 9550, 9551, 9588, 9589]
747;49;60;10;35;[747, 9532, 9533, 9546, 9547, 9564, 9565, 9586, 9587, 9654, 9655]
748;49;61;10;45;[748, 9528, 9529, 9570, 9571, 9584, 9585, 9598, 9599]
749;50;57;4;30;[749, 9674, 9675, 9694, 9695, 9720, 9721, 9736, 9737, 9746, 9747]
750;50;58;4;35;[750, 9682, 9683, 9696, 9697, 9716, 9717, 9734, 9735]
751;50;59;10;30;[751, 9678, 9679, 9702, 9703, 9718, 9719, 9782, 9783]
752;50;60;2;30;[752, 9680, 9681, 9700, 9701, 9714, 9715, 9732, 9733]
753;50;61;10;45;[753, 9676, 9677, 9698, 9699, 9738, 9739, 9762, 9763]
754;51;57;2;30;[754, 9808, 9809, 9820, 9821, 9846, 9847, 9858, 9859, 9954, 9955]
755;51;58;8;45;[755, 9806, 9807, 9822, 9823, 9842, 9843, 9866, 9867, 9914, 9915]
756;51;59;8;50;[756, 9828, 9829, 9844, 9845, 9862, 9863, 9934, 9935]
757;51;60;6;40;[757, 9804, 9805, 9826, 9827, 9840, 9841, 9864, 9865, 9876, 9877]
758;51;61;2;50;[758, 9810, 9811, 9824, 9825, 9860, 9861, 9894, 9895]
759;52;57;8;50;[759, 9972, 9973, 9998, 9999, 10010, 10011, 10034, 10035, 10082, 10083]
760;52;58;4;30;[760, 9980, 9981, 9994, 9995, 10012, 10013, 10032, 10033, 10098, 10099]
761;52;59;2;60;[761, 9976, 9977, 9996, 9997, 10018, 10019, 10062, 10063]
762;52;60;8;40;[762, 9978, 9979, 9992, 9993, 10016, 10017, 10030, 10031, 10044, 10045]
763;52;61;6;50;[763, 9974, 9975, 10014, 10015, 10036, 10037]
764;53;62;10;30;[764, 10120, 10121, 10140, 10141, 10158, 10159, 10180, 10181]
765;53;63;2;60;[765, 10126, 10127, 10138, 10139, 10164, 10165, 10178, 10179, 10236, 10237]
766;53;64;6;60;[766, 10124, 10125, 10142, 10143, 10162, 10163, 10176, 10177, 10192, 10193]
767;53;65;10;35;[767, 10122, 10123, 10144, 10145, 10160, 10161, 10174, 10175, 10214, 10215]
768;54;62;2;40;[768, 10258, 10259, 10280, 10281, 10296, 10297, 10314, 10315, 10334, 10335, 10350, 10351]
769;54;63;2;50;[769, 10264, 10265, 10278, 10279, 10294, 10295, 10320, 10321, 10332, 10333, 10368, 10369]
770;54;64;4;50;[770, 10262, 10263, 10276, 10277, 10300, 10301, 10318, 10319, 10336, 10337, 10410, 10411]
771;54;65;8;35;[771, 10260, 10261, 10274, 10275, 10298, 10299, 10316, 10317, 10338, 10339, 10388, 10389]
772;55;62;2;40;[772, 10434, 10435, 10452, 10453, 10476, 10477, 10490, 10491, 10510, 10511, 10526, 10527]
773;55;63;4;55;[773, 10440, 10441, 10450, 10451, 10474, 10475, 10496, 10497, 10508, 10509, 10544, 10545]
774;55;64;2;35;[774, 10438, 10439, 10454, 10455, 10472, 10473, 10494, 10495, 10514, 10515, 10564, 10565]
775;55;65;2;45;[775, 10436, 10437, 10456, 10457, 10470, 10471, 10492, 10493, 10512, 10513, 10586, 10587]
776;56;62;10;50;[776, 10610, 10611, 10630, 10631, 10650, 10651, 10668, 10669, 10682, 10683]
777;56;63;10;35;[777, 10616, 10617, 10628, 10629, 10648, 10649, 10674, 10675, 10722, 10723]
778;56;64;10;30;[778, 10614, 10615, 10632, 10633, 10654, 10655, 10672, 10673, 10700, 10701]
779;56;65;8;55;[779, 10612, 10613, 10634, 10635, 10652, 10653, 10670, 10671, 10742, 10743]
780;57;66;10;50;[780, 10768, 10769, 10784, 10785, 10810, 10811, 10832, 10833, 10890, 10891]
781;57;67;6;35;[781, 10772, 10773, 10790, 10791, 10806, 10807, 10828, 10829, 10846, 10847]
782;57;68;10;60;[782, 10774, 10775, 10786, 10787, 10830, 10831]
783;57;69;10;45;[783, 10770, 10771, 10808, 10809, 10834, 10835]
784;57;70;6;50;[784, 10766, 10767, 10788, 10789, 10812, 10813, 10836, 10837, 10868, 10869]
785;58;66;2;30;[785, 10918, 10919, 10936, 10937, 10956, 10957, 10974, 10975, 11016, 11017]
786;58;67;6;30;[786, 10914, 10915, 10940, 10941, 10952, 10953, 10980, 10981, 10994, 10995]
787;58;68;4;55;[787, 10916, 10917, 10942, 10943, 10976, 10977, 11080, 11081]
788;58;69;10;35;[788, 10920, 10921, 10938, 10939, 10954, 10955, 11060, 11061]
789;58;70;4;45;[789, 10922, 10923, 10934, 10935, 10958, 10959, 10978, 10979, 11038, 11039]
790;59;66;2;50;[790, 11106, 11107, 11124, 11125, 11140, 11141, 11166, 11167, 11182, 11183]
791;59;67;8;40;[791, 11102, 11103, 11128, 11129, 11146, 11147, 11162, 11163, 11204, 11205]
792;59;68;6;55;[792, 11104, 11105, 11130, 11131, 11142, 11143, 11248, 11249]
793;59;69;6;30;[793, 11108, 11109, 11126, 11127, 11164, 11165, 11268, 11269]
794;59;70;2;35;[794, 11110, 11111, 11122, 11123, 11144, 11145, 11168, 11169, 11226, 11227]
795;60;66;6;30;[795, 11292, 11293, 11308, 11309, 11334, 11335, 11356, 11357, 11370, 11371]
796;60;67;8;30;[796, 11296, 11297, 11314, 11315, 11330, 11331, 11352, 11353, 11414, 11415]
797;60;68;4;55;[797, 11298, 11299, 11310, 11311, 11354, 11355, 11436, 11437]
798;60;69;4;40;[798, 11294, 11295, 11332, 11333, 11358, 11359]
799;60;70;6;40;[799, 11290, 11291, 11312, 11313, 11336, 11337, 11360, 11361, 11392, 11393]
800;61;66;4;45;[800, 11458, 11459, 11484, 11485, 11506, 11507, 11524, 11525, 11558, 11559]
801;61;67;4;60;[801, 11464, 11465, 11480, 11481, 11502, 11503, 11528, 11529, 11622, 11623]
802;61;68;4;35;[802, 11460, 11461, 11504, 11505, 11530, 11531, 11538, 11539]
803;61;69;8;60;[803, 11482, 11483, 11508, 11509, 11526, 11527, 11580, 11581]
804;61;70;6;35;[804, 11462, 11463, 11486, 11487, 11510, 11511, 11522, 11523, 11600, 11601]
805;62;71;8;40;[805, 11650, 11651, 11710, 11711, 11736, 11737]
806;62;72;4;50;[806, 11656, 11657, 11672, 11673, 11692, 11693, 11712, 11713, 11750, 11751]
807;62;73;6;40;[807, 11654, 11655, 11670, 11671, 11696, 11697, 11734, 11735, 11788, 11789]
808;62;74;10;40;[808, 11648, 11649, 11690, 11691, 11718, 11719, 11732, 11733]
809;62;75;10;55;[809, 11646, 11647, 11668, 11669, 11714, 11715, 11770, 11771]
810;62;76;10;45;[810, 11652, 11653, 11674, 11675, 11694, 11695, 11716, 11717, 11738, 11739]
811;63;71;10;30;[811, 11810, 11811, 11836, 11837, 11898, 11899, 11934, 11935]
812;63;72;2;55;[812, 11812, 11813, 11856, 11857, 11876, 11877, 11904, 11905, 11914, 11915]
813;63;73;8;55;[813, 11834, 11835, 11854, 11855, 11880, 11881, 11902, 11903, 11978, 11979]
814;63;74;8;50;[814, 11818, 11819, 11832, 11833, 11874, 11875, 11896, 11897, 11956, 11957]
815;63;75;8;55;[815, 11814, 11815, 11852, 11853, 11894, 11895]
816;63;76;8;30;[816, 11816, 11817, 11838, 11839, 11858, 11859, 11878, 11879, 11900, 11901]
817;64;71;4;55;[817, 12000, 12001, 12068, 12069, 12186, 12187]
818;64;72;6;30;[818, 12002, 12003, 12024, 12025, 12046, 12047, 12074, 12075, 12106, 12107]
819;64;73;10;40;[819, 12028, 12029, 12044, 12045, 12072, 12073, 12126, 12127]
820;64;74;6;35;[820, 12008, 12009, 12022, 12023, 12066, 12067, 12164, 12165]
821;64;75;4;55;[821, 12004, 12005, 12042, 12043, 12064, 12065, 12146, 12147]
822;64;76;8;40;[822, 12006, 12007, 12026, 12027, 12048, 12049, 12070, 12071, 12084, 12085]
823;65;71;8;45;[823, 12236, 12237, 12256, 12257, 12274, 12275, 12356, 12357]
824;65;72;8;55;[824, 12214, 12215, 12262, 12263, 12276, 12277, 12398, 12399]
825;65;73;2;35;[825, 12212, 12213, 12234, 12235, 12260, 12261, 12378, 12379]
826;65;74;4;40;[826, 12232, 12233, 12254, 12255, 12282, 12283, 12312, 12313]
827;65;75;2;60;[827, 12210, 12211, 12252, 12253, 12278, 12279, 12294, 12295]
828;65;76;4;35;[828, 12216, 12217, 12238, 12239, 12258, 12259, 12280, 12281, 12334, 12335]
829;66;77;4;30;[829, 12484, 12485, 12560, 12561]
830;66;78;4;60;[830, 12426, 12427, 12462, 12463, 12478, 12479, 12542, 12543]
831;66;79;2;55;[831, 12438, 12439, 12460, 12461, 12486, 12487, 12498, 12499]
832;66;80;2;30;[832, 12420, 12421, 12444, 12445, 12458, 12459, 12582, 12583]
833;66;81;6;50;[833, 12480, 12481]
834;66;82;2;50;[834, 12422, 12423, 12440, 12441, 12464, 12465, 12602, 12603]
835;66;83;8;35;[835, 12424, 12425, 12442, 12443, 12482, 12483, 12518, 12519]
836;67;77;8;50;[836, 12688, 12689, 12806, 12807]
837;67;78;10;55;[837, 12648, 12649, 12670, 12671, 12682, 12683, 12704, 12705]
838;67;79;8;60;[838, 12646, 12647, 12690, 12691, 12710, 12711, 12724, 12725]
839;67;80;6;55;[839, 12624, 12625, 12644, 12645, 12664, 12665, 12712, 12713, 12744, 12745]
840;67;81;6;30;[840, 12628, 12629, 12684, 12685, 12708, 12709, 12782, 12783]
841;67;82;4;30;[841, 12626, 12627, 12650, 12651, 12666, 12667, 12764, 12765]
842;67;83;6;60;[842, 12622, 12623, 12668, 12669, 12686, 12687, 12706, 12707]
843;68;77;6;35;[843, 12900, 12901]
844;68;78;6;55;[844, 12830, 12831, 12894, 12895]
845;68;79;10;30;[845, 12836, 12837, 12852, 12853, 12902, 12903, 12932, 12933]
846;68;80;8;60;[846, 12838, 12839, 12858, 12859, 12874, 12875, 13000, 13001]
847;68;81;2;50;[847, 12834, 12835, 12878, 12879, 12896, 12897, 12952, 12953]
