id;depart;arrivee;demand_business;demand_family;list_itineraires
404;3;20;8;40;[404, 1013, 1014, 1035, 1036, 1051, 1052, 1093, 1094, 1099, 1100, 1119, 1120]
405;4;16;10;35;[405, 1145, 1146, 1169, 1170, 1213, 1214, 1231, 1232, 1239, 1240, 1257, 1258, 1281, 1282, 1293, 1294, 1309, 1310]
406;4;17;10;55;[406, 1151, 1152, 1167, 1168, 1205, 1206, 1229, 1230, 1255, 1256, 1283, 1284, 1295, 1296, 1313, 1314]
407;4;18;2;40;[407, 1147, 1148, 1165, 1166, 1189, 1190, 1209, 1210, 1241, 1242, 1277, 1278, 1291, 1292, 1315, 1316]
408;4;19;2;60;[408, 1143, 1144, 1173, 1174, 1191, 1192, 1207, 1208, 1227, 1228, 1237, 1238, 1261, 1262, 1279, 1280, 1297, 1298, 1311, 1312]
409;4;20;2;35;[409, 1149, 1150, 1171, 1172, 1187, 1188, 1211, 1212, 1235, 1236, 1259, 1260, 1275, 1276, 1307, 1308]
410;5;16;10;30;[410, 1333, 1334, 1357, 1358, 1375, 1376, 1403, 1404, 1419, 1420]
411;5;17;8;30;[411, 1339, 1340, 1355, 1356, 1373, 1374, 1405, 1406, 1423, 1424]
412;5;18;2;35;[412, 1335, 1336, 1371, 1372, 1395, 1396, 1401, 1402, 1425, 1426]
413;5;19;8;35;[413, 1331, 1332, 1353, 1354, 1379, 1380, 1397, 1398, 1407, 1408, 1421, 1422]
414;5;20;6;35;[414, 1337, 1338, 1377, 1378, 1393, 1394, 1417, 1418]
415;6;21;10;60;[415, 1447, 1448, 1465, 1466, 1481, 1482, 1493, 1494, 1509, 1510, 1521, 1522, 1545, 1546, 1557, 1558]
416;6;22;8;60;[416, 1449, 1450, 1463, 1464, 1513, 1514, 1523, 1524, 1541, 1542, 1563, 1564]
417;6;23;2;45;[417, 1441, 1442, 1497, 1498, 1517, 1518, 1527, 1528, 1543, 1544, 1559, 1560]
418;6;24;10;45;[418, 1443, 1444, 1495, 1496, 1515, 1516, 1525, 1526, 1537, 1538, 1561, 1562]
419;6;25;10;60;[419, 1445, 1446, 1479, 1480, 1511, 1512, 1529, 1530, 1539, 1540, 1565, 1566]
420;7;21;10;55;[420, 1585, 1586, 1597, 1598, 1617, 1618, 1635, 1636, 1649, 1650, 1663, 1664, 1685, 1686, 1697, 1698, 1713, 1714, 1729, 1730]
421;7;22;4;35;[421, 1615, 1616, 1637, 1638, 1653, 1654, 1667, 1668, 1681, 1682, 1703, 1704, 1719, 1720, 1731, 1732]
422;7;23;8;45;[422, 1601, 1602, 1629, 1630, 1657, 1658, 1661, 1662, 1683, 1684, 1699, 1700, 1717, 1718, 1735, 1736]
423;7;24;10;45;[423, 1599, 1600, 1631, 1632, 1655, 1656, 1665, 1666, 1677, 1678, 1701, 1702, 1715, 1716, 1733, 1734]
424;7;25;6;45;[424, 1583, 1584, 1633, 1634, 1651, 1652, 1679, 1680, 1705, 1706, 1737, 1738]
425;8;21;6;30;[425, 1753, 1754, 1773, 1774, 1785, 1786, 1811, 1812, 1817, 1818, 1833, 1834, 1851, 1852, 1865, 1866, 1889, 1890]
426;8;22;10;35;[426, 1771, 1772, 1789, 1790, 1813, 1814, 1819, 1820, 1839, 1840, 1855, 1856, 1871, 1872, 1885, 1886]
427;8;23;10;30;[427, 1757, 1758, 1793, 1794, 1805, 1806, 1823, 1824, 1835, 1836, 1849, 1850, 1869, 1870, 1887, 1888]
428;8;24;6;60;[428, 1755, 1756, 1791, 1792, 1807, 1808, 1821, 1822, 1837, 1838, 1853, 1854, 1867, 1868, 1881, 1882]
429;8;25;10;55;[429, 1787, 1788, 1809, 1810, 1825, 1826, 1841, 1842, 1883, 1884]
430;9;21;8;35;[430, 1913, 1914, 1929, 1930, 1941, 1942, 1957, 1958, 1983, 1984, 1989, 1990, 2007, 2008, 2021, 2022]
431;9;22;2;35;[431, 1927, 1928, 1961, 1962, 1985, 1986, 1995, 1996, 2011, 2012, 2023, 2024]
432;9;23;6;50;[432, 1945, 1946, 1965, 1966, 1977, 1978, 1993, 1994, 2005, 2006, 2027, 2028]
433;9;24;10;35;[433, 1943, 1944, 1963, 1964, 1979, 1980, 1991, 1992, 2009, 2010, 2025, 2026]
434;9;25;10;55;[434, 1911, 1912, 1959, 1960, 1981, 1982, 2029, 2030]
435;10;21;8;60;[435, 2045, 2046, 2067, 2068, 2081, 2082, 2105, 2106, 2121, 2122, 2133, 2134, 2145, 2146, 2163, 2164, 2177, 2178, 2193, 2194]
436;10;22;10;40;[436, 2069, 2070, 2085, 2086, 2103, 2104, 2129, 2130, 2147, 2148, 2167, 2168, 2183, 2184, 2199, 2200]
437;10;23;10;30;[437, 2049, 2050, 2061, 2062, 2089, 2090, 2131, 2132, 2151, 2152, 2161, 2162, 2181, 2182, 2195, 2196]
438;10;24;8;55;[438, 2047, 2048, 2063, 2064, 2087, 2088, 2125, 2126, 2149, 2150, 2165, 2166, 2179, 2180, 2197, 2198]
439;10;25;8;55;[439, 2065, 2066, 2083, 2084, 2119, 2120, 2127, 2128, 2153, 2154, 2201, 2202]
440;11;26;10;55;[440, 2219, 2220, 2235, 2236, 2253, 2254, 2269, 2270, 2277, 2278, 2289, 2290, 2301, 2302, 2315, 2316, 2333, 2334]
441;11;27;4;35;[441, 2217, 2218, 2267, 2268, 2273, 2274, 2291, 2292, 2305, 2306, 2321, 2322, 2337, 2338]
442;11;28;2;55;[442, 2251, 2252, 2275, 2276, 2287, 2288, 2307, 2308, 2317, 2318, 2331, 2332]
443;11;29;10;30;[443, 2221, 2222, 2237, 2238, 2265, 2266, 2279, 2280, 2293, 2294, 2303, 2304, 2319, 2320, 2335, 2336]
444;12;26;8;55;[444, 2361, 2362, 2379, 2380, 2393, 2394, 2409, 2410, 2415, 2416, 2431, 2432, 2447, 2448, 2463, 2464, 2479, 2480]
445;12;27;4;50;[445, 2357, 2358, 2391, 2392, 2421, 2422, 2435, 2436, 2451, 2452, 2465, 2466, 2475, 2476]
446;12;28;6;35;[446, 2363, 2364, 2377, 2378, 2417, 2418, 2437, 2438, 2445, 2446, 2461, 2462, 2477, 2478]
447;12;29;6;55;[447, 2359, 2360, 2395, 2396, 2411, 2412, 2419, 2420, 2433, 2434, 2449, 2450, 2467, 2468, 2481, 2482]
448;13;26;6;30;[448, 2499, 2500, 2517, 2518, 2531, 2532, 2549, 2550, 2567, 2568, 2575, 2576, 2589, 2590]
449;13;27;10;30;[449, 2497, 2498, 2515, 2516, 2563, 2564, 2579, 2580, 2595, 2596]
450;13;28;4;55;[450, 2547, 2548, 2569, 2570, 2573, 2574, 2591, 2592]
451;13;29;2;60;[451, 2501, 2502, 2513, 2514, 2533, 2534, 2565, 2566, 2577, 2578, 2593, 2594]
452;14;26;10;45;[452, 2617, 2618, 2633, 2634, 2651, 2652, 2667, 2668, 2673, 2674, 2691, 2692, 2707, 2708]
453;14;27;10;50;[453, 2615, 2616, 2647, 2648, 2679, 2680, 2693, 2694, 2703, 2704]
454;14;28;4;55;[454, 2631, 2632, 2653, 2654, 2675, 2676, 2689, 2690, 2705, 2706]
455;14;29;6;35;[455, 2613, 2614, 2649, 2650, 2669, 2670, 2677, 2678, 2695, 2696, 2709, 2710]
456;15;26;6;40;[456, 2727, 2728, 2745, 2746, 2759, 2760, 2779, 2780, 2797, 2798, 2801, 2802, 2815, 2816]
457;15;27;4;45;[457, 2725, 2726, 2775, 2776, 2795, 2796, 2805, 2806, 2821, 2822]
458;15;28;4;60;[458, 2743, 2744, 2781, 2782, 2807, 2808, 2817, 2818]
459;15;29;2;45;[459, 2729, 2730, 2761, 2762, 2777, 2778, 2793, 2794, 2803, 2804, 2819, 2820]
460;16;30;6;50;[460, 2855, 2856, 2871, 2872, 2911, 2912, 2927, 2928]
461;16;31;8;45;[461, 2839, 2840]
462;16;32;8;60;[462, 2885, 2886, 2905, 2906, 2925, 2926]
463;16;33;8;35;[463, 2869, 2870, 2909, 2910, 2923, 2924]
464;16;34;10;40;[464, 2843, 2844, 2857, 2858, 2887, 2888, 2901, 2902, 2913, 2914, 2921, 2922]
465;16;35;2;45;[465, 2841, 2842, 2883, 2884, 2899, 2900, 2907, 2908]
466;17;30;4;45;[466, 2949, 2950, 2991, 2992, 3019, 3020, 3035, 3036, 3055, 3056, 3073, 3074]
467;17;31;6;60;[467, 3005, 3006, 3015, 3016, 3039, 3040]
468;17;32;4;35;[468, 2977, 2978, 3013, 3014, 3053, 3054, 3067, 3068]
469;17;33;6;55;[469, 2947, 2948, 3021, 3022, 3033, 3034, 3051, 3052, 3071, 3072]
470;17;34;6;40;[470, 2963, 2964, 2979, 2980, 2993, 2994, 3009, 3010, 3037, 3038, 3049, 3050, 3075, 3076]
471;17;35;6;50;[471, 2961, 2962, 2975, 2976, 3007, 3008, 3017, 3018, 3041, 3042, 3069, 3070]
472;18;30;10;60;[472, 3091, 3092, 3123, 3124, 3145, 3146, 3165, 3166, 3185, 3186]
473;18;31;6;60;[473, 3105, 3106, 3149, 3150, 3161, 3162]
474;18;32;6;40;[474, 3137, 3138, 3159, 3160, 3183, 3184]
475;18;33;4;60;[475, 3121, 3122, 3143, 3144, 3167, 3168, 3181, 3182]
476;18;34;4;60;[476, 3093, 3094, 3109, 3110, 3139, 3140, 3147, 3148, 3179, 3180]
477;18;35;8;40;[477, 3107, 3108, 3135, 3136, 3151, 3152, 3163, 3164]
478;19;30;8;45;[478, 3239, 3240, 3251, 3252, 3277, 3278, 3291, 3292]
479;19;31;2;45;[479, 3205, 3206, 3295, 3296]
480;19;32;2;30;[480, 3223, 3224, 3275, 3276]
481;19;33;6;35;[481, 3237, 3238, 3273, 3274, 3289, 3290]
482;19;34;8;50;[482, 3209, 3210, 3225, 3226, 3253, 3254, 3267, 3268, 3271, 3272, 3293, 3294]
483;19;35;2;40;[483, 3207, 3208, 3221, 3222, 3265, 3266, 3297, 3298]
484;20;30;8;60;[484, 3331, 3332, 3343, 3344, 3371, 3372, 3391, 3392, 3405, 3406]
485;20;31;4;45;[485, 3313, 3314, 3367, 3368, 3409, 3410]
486;20;32;6;50;[486, 3359, 3360, 3365, 3366, 3389, 3390]
487;20;33;6;35;[487, 3329, 3330, 3373, 3374, 3387, 3388, 3403, 3404]
488;20;34;2;40;[488, 3317, 3318, 3345, 3346, 3361, 3362, 3385, 3386, 3407, 3408]
489;20;35;6;45;[489, 3315, 3316, 3357, 3358, 3369, 3370, 3411, 3412]
490;21;36;10;30;[490, 3433, 3434, 3449, 3450, 3483, 3484, 3489, 3490, 3507, 3508, 3529, 3530]
491;21;37;10;35;[491, 3431, 3432, 3465, 3466, 3481, 3482, 3493, 3494, 3511, 3512, 3525, 3526]
492;21;38;10;45;[492, 3429, 3430, 3479, 3480, 3495, 3496, 3509, 3510, 3523, 3524]
493;21;39;8;50;[493, 3427, 3428, 3447, 3448, 3463, 3464, 3485, 3486, 3491, 3492, 3513, 3514, 3527, 3528]
494;22;36;2;60;[494, 3553, 3554, 3571, 3572, 3605, 3606, 3611, 3612, 3631, 3632, 3649, 3650]
495;22;37;4;45;[495, 3569, 3570, 3587, 3588, 3603, 3604, 3615, 3616, 3627, 3628, 3645, 3646]
496;22;38;2;50;[496, 3567, 3568, 3601, 3602, 3613, 3614, 3633, 3634, 3643, 3644]
497;22;39;4;35;[497, 3551, 3552, 3565, 3566, 3585, 3586, 3607, 3608, 3617, 3618, 3629, 3630, 3647, 3648]
498;23;36;8;50;[498, 3675, 3676, 3693, 3694, 3711, 3712, 3733, 3734, 3755, 3756]
499;23;37;2;35;[499, 3673, 3674, 3709, 3710, 3727, 3728, 3737, 3738, 3751, 3752]
500;23;38;4;45;[500, 3671, 3672, 3707, 3708, 3731, 3732, 3749, 3750]
501;23;39;2;40;[501, 3677, 3678, 3691, 3692, 3705, 3706, 3725, 3726, 3735, 3736, 3753, 3754]
502;24;36;4;50;[502, 3779, 3780, 3797, 3798, 3815, 3816, 3843, 3844, 3857, 3858]
503;24;37;8;60;[503, 3795, 3796, 3813, 3814, 3833, 3834, 3841, 3842, 3861, 3862]
504;24;38;2;45;[504, 3793, 3794, 3811, 3812, 3839, 3840, 3855, 3856]
505;24;39;6;35;[505, 3777, 3778, 3791, 3792, 3817, 3818, 3831, 3832, 3837, 3838, 3859, 3860]
506;25;36;8;35;[506, 3887, 3888, 3921, 3922, 3939, 3940, 3943, 3944, 3965, 3966]
507;25;37;2;60;[507, 3885, 3886, 3903, 3904, 3919, 3920, 3947, 3948, 3961, 3962]
508;25;38;4;40;[508, 3883, 3884, 3917, 3918, 3945, 3946, 3959, 3960]
509;25;39;6;50;[509, 3881, 3882, 3901, 3902, 3923, 3924, 3937, 3938, 3949, 3950, 3963, 3964]
510;26;40;4;50;[510, 3991, 3992, 4003, 4004, 4021, 4022, 4043, 4044, 4047, 4048, 4071, 4072, 4087, 4088, 4107, 4108]
511;26;41;2;60;[511, 3987, 3988, 4005, 4006, 4025, 4026, 4041, 4042, 4049, 4050, 4069, 4070, 4089, 4090, 4101, 4102]
512;26;42;8;35;[512, 3985, 3986, 4007, 4008, 4023, 4024, 4039, 4040, 4051, 4052, 4067, 4068, 4083, 4084, 4105, 4106]
513;26;43;2;40;[513, 3989, 3990, 4009, 4010, 4037, 4038, 4053, 4054, 4073, 4074, 4085, 4086, 4103, 4104]
514;27;40;4;55;[514, 4123, 4124, 4139, 4140, 4159, 4160, 4179, 4180, 4191, 4192, 4205, 4206, 4221, 4222, 4241, 4242, 4249, 4250]
515;27;41;10;40;[515, 4127, 4128, 4145, 4146, 4161, 4162, 4177, 4178, 4193, 4194, 4203, 4204, 4223, 4224, 4235, 4236, 4251, 4252]
516;27;42;8;50;[516, 4125, 4126, 4141, 4142, 4175, 4176, 4195, 4196, 4201, 4202, 4217, 4218, 4239, 4240, 4253, 4254]
517;27;43;8;55;[517, 4143, 4144, 4157, 4158, 4173, 4174, 4197, 4198, 4207, 4208, 4219, 4220, 4237, 4238, 4255, 4256]
518;28;40;8;45;[518, 4277, 4278, 4295, 4296, 4309, 4310, 4333, 4334, 4351, 4352, 4355, 4356, 4381, 4382]
519;28;41;2;40;[519, 4281, 4282, 4297, 4298, 4311, 4312, 4331, 4332, 4347, 4348, 4357, 4358, 4375, 4376]
520;28;42;8;50;[520, 4279, 4280, 4313, 4314, 4329, 4330, 4345, 4346, 4359, 4360, 4379, 4380]
521;28;43;6;40;[521, 4293, 4294, 4315, 4316, 4327, 4328, 4349, 4350, 4361, 4362, 4377, 4378]
522;29;40;10;40;[522, 4397, 4398, 4421, 4422, 4439, 4440, 4451, 4452, 4471, 4472, 4477, 4478, 4501, 4502]
523;29;41;4;50;[523, 4399, 4400, 4419, 4420, 4435, 4436, 4457, 4458, 4473, 4474, 4479, 4480, 4503, 4504]
524;29;42;8;60;[524, 4401, 4402, 4417, 4418, 4433, 4434, 4453, 4454, 4481, 4482, 4497, 4498]
525;29;43;4;45;[525, 4403, 4404, 4415, 4416, 4437, 4438, 4455, 4456, 4469, 4470, 4483, 4484, 4499, 4500]
526;30;44;6;40;[526, 4523, 4524, 4561, 4562, 4577, 4578]
527;30;45;10;60;[527, 4555, 4556]
528;30;46;4;45;[528, 4525, 4526, 4541, 4542, 4559, 4560, 4579, 4580]
529;30;47;4;35;[529, 4527, 4528, 4539, 4540, 4557, 4558, 4575, 4576]
530;30;48;8;60;[530, 4553, 4554, 4573, 4574]
531;31;44;4;50;[531, 4621, 4622, 4637, 4638, 4651, 4652]
532;31;45;6;55;[532, 4615, 4616]
533;31;46;8;55;[533, 4601, 4602, 4619, 4620, 4639, 4640, 4653, 4654]
534;31;47;2;45;[534, 4599, 4600, 4617, 4618, 4635, 4636, 4655, 4656]
535;31;48;6;30;[535, 4613, 4614, 4633, 4634]
536;32;44;8;40;[536, 4679, 4680, 4701, 4702, 4727, 4728]
537;32;45;4;40;[537, 4695, 4696]
538;32;46;8;50;[538, 4681, 4682, 4699, 4700, 4715, 4716, 4729, 4730]
539;32;47;6;60;[539, 4677, 4678, 4697, 4698, 4713, 4714, 4731, 4732]
540;32;48;2;35;[540, 4675, 4676, 4693, 4694]
541;33;44;2;50;[541, 4757, 4758, 4769, 4770, 4789, 4790]
542;33;45;10;60;[542, 4751, 4752]
543;33;46;8;35;[543, 4755, 4756, 4771, 4772, 4791, 4792, 4805, 4806]
544;33;47;8;30;[544, 4753, 4754, 4773, 4774, 4787, 4788, 4803, 4804]
545;33;48;2;55;[545, 4749, 4750, 4785, 4786]
546;34;44;6;30;[546, 4825, 4826, 4845, 4846, 4867, 4868]
547;34;45;6;40;[547, 4861, 4862]
548;34;46;8;35;[548, 4827, 4828, 4847, 4848, 4865, 4866, 4881, 4882]
549;34;47;2;35;[549, 4829, 4830, 4843, 4844, 4863, 4864, 4879, 4880]
550;34;48;10;55;[550, 4841, 4842, 4859, 4860]
551;35;44;8;60;[551, 4915, 4916, 4935, 4936, 4957, 4958]
552;35;45;8;35;[552, 4951, 4952]
553;35;46;2;50;[553, 4903, 4904, 4917, 4918, 4937, 4938, 4955, 4956]
554;35;47;8;55;[554, 4901, 4902, 4919, 4920, 4933, 4934, 4953, 4954]
555;35;48;10;30;[555, 4931, 4932, 4949, 4950]
556;1;21;8;40;[556, 805, 806, 817, 818, 833, 834, 859, 860, 877, 878]
557;1;22;6;60;[557, 837, 838, 861, 862, 875, 876]
558;1;23;2;50;[558, 821, 822, 841, 842, 853, 854]
559;1;24;8;40;[559, 819, 820, 839, 840, 855, 856]
560;1;25;4;30;[560, 803, 804, 835, 836, 857, 858]
561;2;21;10;60;[561, 967, 968, 993, 994]
562;2;22;4;30;[562, 971, 972, 995, 996]
563;2;23;2;60;[563, 975, 976, 987, 988]
564;2;24;8;55;[564, 973, 974, 989, 990]
565;2;25;8;30;[565, 969, 970, 991, 992]
566;3;21;6;50;[566, 1111, 1112, 1123, 1124]
567;3;22;8;30;[567, 1127, 1128]
568;3;23;8;60;[568, 1131, 1132]
569;3;24;8;60;[569, 1129, 1130]
570;3;25;6;35;[570, 1109, 1110, 1125, 1126]
571;4;21;2;40;[571, 1249, 1250, 1263, 1264, 1287, 1288, 1299, 1300, 1319, 1320]
572;4;22;8;35;[572, 1251, 1252, 1267, 1268, 1285, 1286]
573;4;23;8;50;[573, 1243, 1244, 1271, 1272, 1303, 1304]
574;4;24;4;35;[574, 1245, 1246, 1269, 1270, 1301, 1302]
575;4;25;4;30;[575, 1247, 1248, 1265, 1266, 1317, 1318]
576;5;21;8;35;[576, 1409, 1410, 1429, 1430]
577;5;22;6;45;[577]
578;5;23;4;60;[578, 1413, 1414]
579;5;24;2;55;[579, 1411, 1412]
580;5;25;4;50;[580, 1427, 1428]
581;6;26;10;30;[581, 1531, 1532, 1551, 1552, 1569, 1570]
582;6;27;8;30;[582, 1547, 1548]
583;6;28;6;50;[583, 1553, 1554, 1567, 1568]
584;6;29;6;30;[584, 1533, 1534, 1549, 1550]
585;7;26;2;60;[585, 1673, 1674, 1691, 1692, 1709, 1710, 1723, 1724, 1739, 1740]
586;7;27;10;55;[586, 1671, 1672, 1687, 1688, 1721, 1722]
587;7;28;8;60;[587, 1693, 1694, 1707, 1708]
588;7;29;6;60;[588, 1669, 1670, 1689, 1690, 1725, 1726, 1741, 1742]
589;8;26;8;50;[589, 1827, 1828, 1845, 1846, 1861, 1862, 1875, 1876, 1895, 1896]
590;8;27;8;60;[590, 1859, 1860, 1873, 1874, 1891, 1892]
591;8;28;10;55;[591, 1843, 1844, 1897, 1898]
592;8;29;8;40;[592, 1829, 1830, 1857, 1858, 1877, 1878, 1893, 1894]
593;9;26;8;40;[593, 1999, 2000, 2017, 2018, 2031, 2032]
594;9;27;4;40;[594, 1997, 1998, 2015, 2016]
595;9;28;4;50;[595]
596;9;29;4;35;[596, 2001, 2002, 2013, 2014, 2033, 2034]
597;10;26;2;30;[597, 2139, 2140, 2155, 2156, 2173, 2174, 2187, 2188, 2205, 2206]
598;10;27;6;40;[598, 2135, 2136, 2171, 2172, 2185, 2186]
599;10;28;8;45;[599, 2141, 2142, 2203, 2204]
600;10;29;6;35;[600, 2137, 2138, 2157, 2158, 2169, 2170, 2189, 2190]
601;11;30;6;45;[601, 2281, 2282, 2297, 2298]
602;11;31;6;50;[602, 2323, 2324]
603;11;32;10;30;[603, 2341, 2342]
604;11;33;2;60;[604, 2295, 2296]
605;11;34;10;35;[605, 2283, 2284, 2311, 2312, 2327, 2328, 2343, 2344]
606;11;35;8;40;[606, 2309, 2310, 2325, 2326, 2339, 2340]
607;12;30;10;60;[607, 2471, 2472, 2483, 2484]
608;12;31;8;60;[608, 2423, 2424]
609;12;32;2;45;[609, 2455, 2456]
610;12;33;8;35;[610, 2469, 2470]
611;12;34;8;45;[611, 2427, 2428, 2441, 2442, 2457, 2458, 2485, 2486]
612;12;35;10;30;[612, 2425, 2426, 2439, 2440, 2453, 2454]
613;13;30;4;55;[613]
614;13;31;4;45;[614, 2597, 2598]
615;13;32;6;55;[615, 2583, 2584]
616;13;33;10;30;[616]
617;13;34;10;35;[617, 2585, 2586, 2601, 2602]
618;13;35;8;60;[618, 2581, 2582, 2599, 2600]
619;14;30;2;30;[619, 2699, 2700, 2711, 2712]
620;14;31;2;45;[620, 2681, 2682]
621;14;32;8;30;[621]
622;14;33;10;60;[622, 2697, 2698]
623;14;34;4;45;[623, 2685, 2686, 2713, 2714]
624;14;35;4;55;[624, 2683, 2684]
625;15;30;2;60;[625]
626;15;31;6;55;[626, 2823, 2824]
627;15;32;8;60;[627]
628;15;33;10;60;[628]
629;15;34;8;45;[629, 2811, 2812, 2827, 2828]
630;15;35;4;30;[630, 2809, 2810, 2825, 2826]
631;16;36;8;45;[631, 2917, 2918, 2935, 2936]
632;16;37;6;50;[632, 2933, 2934]
633;16;38;2;45;[633, 2931, 2932]
634;16;39;6;50;[634, 2915, 2916, 2929, 2930]
635;17;36;2;50;[635, 3027, 3028, 3063, 3064, 3079, 3080]
636;17;37;10;55;[636, 3025, 3026, 3045, 3046, 3061, 3062]
637;17;38;2;35;[637, 3023, 3024, 3059, 3060]
638;17;39;6;60;[638, 3029, 3030, 3043, 3044, 3057, 3058, 3077, 3078]
639;18;36;10;35;[639, 3173, 3174, 3193, 3194]
640;18;37;4;55;[640, 3155, 3156, 3171, 3172, 3191, 3192]
641;18;38;8;45;[641, 3169, 3170, 3189, 3190]
642;18;39;6;50;[642, 3153, 3154, 3175, 3176, 3187, 3188]
643;19;36;8;55;[643, 3285, 3286]
644;19;37;2;35;[644, 3283, 3284, 3301, 3302]
645;19;38;8;60;[645, 3281, 3282]
646;19;39;6;40;[646, 3279, 3280, 3299, 3300]
647;20;36;2;55;[647, 3379, 3380, 3399, 3400]
648;20;37;6;50;[648, 3377, 3378, 3397, 3398, 3415, 3416]
649;20;38;4;50;[649, 3375, 3376, 3395, 3396]
650;20;39;2;50;[650, 3381, 3382, 3393, 3394, 3413, 3414]
651;21;40;10;30;[651, 3497, 3498, 3517, 3518, 3537, 3538]
652;21;41;8;35;[652, 3503, 3504, 3519, 3520, 3533, 3534]
653;21;42;2;30;[653, 3499, 3500, 3531, 3532]
654;21;43;4;40;[654, 3501, 3502, 3515, 3516, 3535, 3536]
655;22;40;8;45;[655, 3621, 3622, 3635, 3636, 3657, 3658]
656;22;41;4;35;[656, 3623, 3624, 3639, 3640, 3653, 3654]
657;22;42;8;40;[657, 3637, 3638, 3651, 3652]
658;22;43;4;35;[658, 3619, 3620, 3655, 3656]
659;23;40;6;30;[659, 3745, 3746, 3763, 3764]
660;23;41;4;45;[660, 3743, 3744, 3759, 3760]
661;23;42;8;40;[661, 3741, 3742, 3757, 3758]
662;23;43;8;45;[662, 3739, 3740, 3761, 3762]
663;24;40;4;35;[663, 3845, 3846, 3869, 3870]
664;24;41;4;60;[664, 3847, 3848, 3867, 3868]
665;24;42;10;55;[665, 3849, 3850, 3865, 3866]
666;24;43;8;30;[666, 3851, 3852, 3863, 3864]
667;25;40;4;35;[667, 3953, 3954, 3973, 3974]
668;25;41;6;45;[668, 3955, 3956, 3969, 3970]
669;25;42;6;35;[669, 3967, 3968]
670;25;43;6;30;[670, 3951, 3952, 3971, 3972]
671;26;44;2;45;[671, 4063, 4064, 4075, 4076, 4095, 4096]
672;26;45;2;40;[672, 4057, 4058]
673;26;46;8;45;[673, 4061, 4062, 4077, 4078, 4097, 4098, 4111, 4112]
674;26;47;10;60;[674, 4059, 4060, 4079, 4080, 4093, 4094, 4109, 4110]
675;26;48;4;30;[675, 4055, 4056, 4091, 4092]
676;27;44;8;40;[676, 4209, 4210, 4229, 4230, 4265, 4266]
677;27;45;6;60;[677, 4259, 4260]
678;27;46;10;45;[678, 4211, 4212, 4231, 4232, 4245, 4246, 4263, 4264]
679;27;47;2;30;[679, 4213, 4214, 4227, 4228, 4243, 4244, 4261, 4262]
680;27;48;8;45;[680, 4225, 4226, 4257, 4258]
681;28;44;6;55;[681, 4371, 4372]
682;28;45;6;60;[682, 4365, 4366]
683;28;46;8;55;[683, 4369, 4370, 4385, 4386]
684;28;47;8;30;[684, 4367, 4368, 4383, 4384]
685;28;48;4;35;[685, 4363, 4364]
686;29;44;10;40;[686, 4493, 4494, 4509, 4510]
687;29;45;6;30;[687, 4487, 4488]
688;29;46;10;60;[688, 4491, 4492, 4511, 4512]
689;29;47;2;60;[689, 4489, 4490, 4507, 4508]
690;29;48;8;35;[690, 4485, 4486, 4505, 4506]
